"f_target","b1","design","rho_target","a1","a2","b0","b2","c1","c2","a0","c0","sigma_eY","ax_1","ax_2","bx_1","bx_2","p_x2","rho_U","rho_V","rho_total","rho_rel_U","bias_struct","var_A_given_X","bias_fit1_pop","var_A_given_XV","bias_fit3_pop","f_achieved","a2_rule","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_Atilde_fit2","se_Atilde_fit2","power_Atilde_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_Atilde_fit4","se_Atilde_fit4","power_Atilde_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_Atilde_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_Atilde_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.95,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.0499999999999999,0.95,0,0,1,0.15,0.15,0.2,0.2,0.5,0.02,0.38,0.4,0.0499999999999999,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.95,"a2_equal_a1",0.425199010016319,0.0335777902348575,1,0.44283760392769,0.0367919268081844,1,-0.0421760299477545,0.0359746458612011,0.204,0.450325870023603,0.0367585102868371,1,-0.0601330187056131,0.0359431474826291,0.39,0.44714365182056,0.03685004146817,1,0.123440639265402,0.105376700611636,0.222,-0.176107490016567,0.10536021935288,0.395,0.0337091645697455,0.0363307836299631,0.0344122566459278,0.0363967600800551,0.0348600473440131,0.0363972822805423,0.106543998561633,0.107678095459202,0.125199010016319,0.14283760392769,0.150325870023603,0.14714365182056,"sim","classical","norm",NA,1000,1000,314
0,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.333333333333333,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.2,0,0.2,1,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0,"a2_equal_a1",0.488539433642463,0.0332996689991579,1,0.474908410619343,0.033976627420811,1,0.0649523654176836,0.0332227331731403,0.496,0.603661560323203,0.041773537118201,1,-0.183498839722888,0.0408613896604918,0.991,0.589496800581623,0.0432368999075724,1,0.0422095803797838,0.0333827971849839,0.248,-0.175068249637426,0.0413946874650037,0.984,0.0346324251210205,0.0353848453191471,0.0324156725647196,0.0426322627750384,0.0414174604524691,0.044200965460387,0.032582268296522,0.0420624987156367,0.188539433642463,0.174908410619343,0.303661560323203,0.289496800581623,"sim","classical","norm",NA,1000,1000,314
0.05,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.316666666666667,0.0166666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.19,0.01,0.2,0.95,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.05,"a2_equal_a1",0.488797925274639,0.0333410448040556,1,0.476518254510812,0.0340141940106154,1,0.0590009913163018,0.0332502606384451,0.447,0.602447738946295,0.041870735138192,1,-0.180916458155535,0.0409515665299922,0.995,0.589905714050817,0.0431850430371233,1,0.039134289006233,0.033311469115746,0.216,-0.17394230790949,0.0413591683292464,0.992,0.0339131701194144,0.0345839771734096,0.0342439288001613,0.0419469369501459,0.039115644514586,0.04302622400002,0.0338916502623208,0.0393581986765499,0.188797925274639,0.176518254510812,0.302447738946295,0.289905714050817,"sim","classical","norm",NA,1000,1000,314
0.1,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.3,0.0333333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.18,0.02,0.2,0.9,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.1,"a2_equal_a1",0.489693979397929,0.0333344486481472,1,0.478342495789536,0.0340383100753645,1,0.0540878320039684,0.033228316118471,0.365,0.601861017366873,0.0418137443158054,1,-0.1788666224518,0.0408857295323783,0.992,0.590586743973775,0.0430257908895927,1,0.0371065999312249,0.0332007756274822,0.199,-0.173271120886423,0.0411891834223517,0.989,0.0333673489584001,0.0337287505601894,0.032988436035722,0.0426183190180896,0.0410770441516,0.0436160876256974,0.0330378099286538,0.041545965478371,0.189693979397929,0.178342495789536,0.301861017366873,0.290586743973775,"sim","classical","norm",NA,1000,1000,314
0.15,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.283333333333333,0.05,0,0,1,0.15,0.15,0.2,0.2,0.5,0.17,0.03,0.2,0.85,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.15,"a2_equal_a1",0.490029686502897,0.0333185907947832,1,0.479883312989664,0.0340346474307818,1,0.0478573833407396,0.0332207217432278,0.307,0.602877268594702,0.0417798607054737,1,-0.179978171737188,0.0408435507753898,0.992,0.593078581246836,0.0428477699496349,1,0.0340067784387406,0.0330927551989242,0.171,-0.175859534710029,0.041039022881591,0.99,0.0337438775005404,0.0341581801132939,0.0319679206709735,0.0415401574082151,0.0397083475155829,0.0423162228537654,0.0318566513867829,0.0399274230000345,0.190029686502897,0.179883312989664,0.302877268594702,0.293078581246836,"sim","classical","norm",NA,1000,1000,314
0.2,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.266666666666667,0.0666666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.16,0.04,0.2,0.8,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.2,"a2_equal_a1",0.489742614481307,0.0333565085811701,1,0.480788452850019,0.0340625363168131,1,0.0428856356896855,0.0332911558237833,0.251,0.602163520855357,0.0418813901474201,1,-0.17876797650844,0.0409125374684681,0.993,0.593566005099189,0.0428103060313642,1,0.0321581854948153,0.0330992358619189,0.167,-0.175770123698506,0.0410329283625358,0.991,0.0334419557392134,0.0339616874180222,0.032276416881434,0.0426853806013995,0.0419163885442032,0.0432683812955791,0.0320842707664634,0.0419790013870832,0.189742614481307,0.180788452850019,0.302163520855357,0.293566005099189,"sim","classical","norm",NA,1000,1000,314
0.25,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.25,0.0833333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.15,0.05,0.2,0.75,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.25,"a2_equal_a1",0.488126426395474,0.0333740273464971,1,0.480081374714881,0.0340884150123132,1,0.0387490189032262,0.0332376025869546,0.213,0.601527438535426,0.0418643292720226,1,-0.180618385901706,0.0408873282406923,0.988,0.593829943160422,0.0426985156063486,1,0.0306196491789889,0.0329946624964447,0.146,-0.178452019102484,0.0409559239737476,0.988,0.0317781785950855,0.0324178852918,0.0339312520346152,0.0414844038556543,0.0407296394847375,0.0421316774505161,0.0336316426668663,0.0407467582718705,0.188126426395474,0.180081374714881,0.301527438535426,0.293829943160422,"sim","classical","norm",NA,1000,1000,314
0.3,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.233333333333333,0.1,0,0,1,0.15,0.15,0.2,0.2,0.5,0.14,0.06,0.2,0.7,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.3,"a2_equal_a1",0.486031973053308,0.0333188577746086,1,0.47923809041161,0.0340361288309653,1,0.0325765889780436,0.0332946862102393,0.162,0.598660174757418,0.0418308350341901,1,-0.179332514825562,0.0409040270524973,0.99,0.592122443977159,0.0425482720973317,1,0.0277853120229823,0.0330163145425171,0.128,-0.178142653827051,0.0409322724502688,0.989,0.033397463436239,0.0340512699216777,0.0334991821472609,0.0421604149868093,0.0411982491480679,0.0430900586028928,0.0331105841647368,0.041290147753653,0.186031973053308,0.17923809041161,0.298660174757418,0.292122443977159,"sim","classical","norm",NA,1000,1000,314
0.35,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.216666666666667,0.116666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.13,0.07,0.2,0.65,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.35,"a2_equal_a1",0.488991463302516,0.0333008353618272,1,0.482958560391035,0.0340323507471665,1,0.0283406055199695,0.0332749211023836,0.139,0.60389910597115,0.0417954468111687,1,-0.182909250411292,0.0408547700391983,0.996,0.597965309391559,0.0424194457017353,1,0.0267908924866164,0.0329641101347957,0.129,-0.182540555950156,0.0408637729547487,0.996,0.0324542669465593,0.0330076007842031,0.0333482589905385,0.0417271591061928,0.0410845753433859,0.0423293714886745,0.0329944638566259,0.0411217430594445,0.188991463302516,0.182958560391035,0.30389910597115,0.297965309391559,"sim","classical","norm",NA,1000,1000,314
0.4,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.2,0.133333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.12,0.08,0.2,0.6,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.4,"a2_equal_a1",0.489386300293635,0.0333435706608802,1,0.484440940852963,0.0340528481086812,1,0.0237963350417656,0.0332624632724505,0.117,0.603049694929608,0.0418616991672573,1,-0.180864135418474,0.0409078208651332,0.993,0.597973474890232,0.0423715096476688,1,0.0255106051448366,0.0329593597597484,0.121,-0.181226265476895,0.0409192198985693,0.994,0.0325963900040962,0.033701852286967,0.0339463222052536,0.0416613852870181,0.0403134672025413,0.0424665213571887,0.0335459692059295,0.0402245775141786,0.189386300293635,0.184440940852963,0.303049694929608,0.297973474890232,"sim","classical","norm",NA,1000,1000,314
0.45,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.183333333333333,0.15,0,0,1,0.15,0.15,0.2,0.2,0.5,0.11,0.09,0.2,0.55,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.45,"a2_equal_a1",0.489946924115986,0.0333481996026748,1,0.486312772568101,0.0340758733074864,1,0.0175270289359796,0.0333045630367553,0.09,0.605171592512899,0.0418788582988898,1,-0.182973676493162,0.0408787399764825,0.99,0.601072440546049,0.0423182227321188,1,0.0224807651255305,0.0330057818170635,0.118,-0.183889792787429,0.0409111967610769,0.991,0.0331526671959574,0.0338499213205073,0.0345770209294537,0.0412700175544826,0.0414363728065549,0.0414722552859408,0.0342980491619753,0.0415138729820519,0.189946924115986,0.186312772568101,0.305171592512899,0.301072440546049,"sim","classical","norm",NA,1000,1000,314
0.5,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.166666666666667,0.166666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.1,0.1,0.2,0.5,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.5,"a2_equal_a1",0.489854511231512,0.0333096303887991,1,0.487030374046165,0.0340422622326539,1,0.0134911435096968,0.0332899538793332,0.068,0.603651156150243,0.0418223865999938,1,-0.181110638508583,0.0408761678685092,0.994,0.60008154948314,0.0422024127459173,1,0.0211337991374148,0.0330221112989507,0.0989999999999999,-0.182467987787575,0.0409428730013365,0.994,0.0347091462061211,0.035521927429936,0.033586545875549,0.0438698125604262,0.0422886993466689,0.0443955835823812,0.0333191864564205,0.0423073489500854,0.189854511231512,0.187030374046165,0.303651156150243,0.30008154948314,"sim","classical","norm",NA,1000,1000,314
0.55,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.15,0.183333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.09,0.11,0.2,0.45,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.55,"a2_equal_a1",0.490816492001366,0.0333020398973867,1,0.48941643101329,0.0340321049174823,1,0.00638354175298469,0.0332833878570547,0.06,0.60478956615376,0.0418230996703035,1,-0.18142190328976,0.0409123478161622,0.994,0.602074944798135,0.0421287618644019,1,0.0175046432582324,0.0330701485347322,0.088,-0.183030440336244,0.0410458829181283,0.994,0.0336058720626537,0.0342948363294946,0.0336844522845489,0.0417127346144764,0.0382971245288427,0.0421078290688523,0.0332716660608515,0.0383441378836054,0.190816492001366,0.18941643101329,0.30478956615376,0.302074944798135,"sim","classical","norm",NA,1000,1000,314
0.6,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.133333333333333,0.2,0,0,1,0.15,0.15,0.2,0.2,0.5,0.08,0.12,0.2,0.4,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.6,"a2_equal_a1",0.49105980712941,0.0332925153947239,1,0.49048143243895,0.0340427866016019,1,0.00273308171905836,0.0332987902870447,0.061,0.604923399221185,0.0417671971999642,1,-0.181593992863309,0.0408384940307743,0.994,0.602631097528491,0.0420271975081077,1,0.0169211588636867,0.0331389698423705,0.082,-0.183625388510514,0.0410435014714673,0.995,0.0334061061782321,0.0341819858280723,0.033271534100187,0.0412488442168471,0.0403821383041111,0.0415568477274221,0.0331793211201556,0.0405326161192481,0.19105980712941,0.19048143243895,0.304923399221185,0.302631097528491,"sim","classical","norm",NA,1000,1000,314
0.65,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.116666666666667,0.216666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.07,0.13,0.2,0.35,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.65,"a2_equal_a1",0.488774320628763,0.0332838796668534,1,0.489308783494864,0.034025413212804,1,-0.00264569715491777,0.0332700942302666,0.05,0.6025998225407,0.0418053931939365,1,-0.180848112573258,0.0408179579265487,0.992,0.600859295657177,0.0419999330054411,1,0.0150696307717415,0.0331978178652032,0.0729999999999999,-0.183129806751566,0.0411297323628382,0.994,0.0342825877849283,0.0351708843087298,0.0340927857872163,0.0425143790743556,0.0416837843390629,0.0427551170634508,0.0341945613706616,0.0419302154668148,0.188774320628763,0.189308783494864,0.3025998225407,0.300859295657177,"sim","classical","norm",NA,1000,1000,314
0.7,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.1,0.233333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.06,0.14,0.2,0.3,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.7,"a2_equal_a1",0.488449240325269,0.0333004296369506,1,0.4900648320573,0.0340387274048641,1,-0.00775808480228145,0.0332438869549097,0.052,0.602010978201161,0.0418406147322575,1,-0.180476151967626,0.0408763731764064,0.992,0.600711637212305,0.0419958811655989,1,0.0124701589182744,0.0332569401758749,0.065,-0.182593985549927,0.0412891415514725,0.992,0.0339145414179768,0.0346851877706001,0.0329871540698492,0.0422131179158944,0.0404847610754906,0.0423163996902387,0.0330124154388055,0.0409441997958006,0.188449240325269,0.1900648320573,0.302010978201161,0.300711637212305,"sim","classical","norm",NA,1000,1000,314
0.75,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.0833333333333333,0.25,0,0,1,0.15,0.15,0.2,0.2,0.5,0.05,0.15,0.2,0.25,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.75,"a2_equal_a1",0.489172147814373,0.0332877709687348,1,0.492180914122569,0.0340232431651858,1,-0.014358071837791,0.0333211749175658,0.0749999999999999,0.602930483649756,0.041750487878238,1,-0.181574258206712,0.0408631460054081,0.992,0.602162046373734,0.0418652297219287,1,0.00947809724249571,0.0334478310637355,0.062,-0.183504006891535,0.0414204964527341,0.989,0.0343918912932622,0.035160160517655,0.0332466947970285,0.04280351765287,0.0416416671738523,0.0429399891639303,0.0336108612490959,0.0423220920657983,0.189172147814373,0.192180914122569,0.302930483649756,0.302162046373735,"sim","classical","norm",NA,1000,1000,314
0.8,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.0666666666666667,0.266666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.04,0.16,0.2,0.2,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.8,"a2_equal_a1",0.488831680655687,0.0332921889425574,1,0.492219585992486,0.0340198732201088,1,-0.0163632735718244,0.0333370543171546,0.091,0.602709369952166,0.0418180312580897,1,-0.181134631883044,0.0408921120621751,0.993,0.602000099194376,0.0418987209257695,1,0.0103777855169551,0.0335839549973961,0.0669999999999999,-0.183481963429368,0.0415920287931559,0.994,0.0342304057201473,0.0347700397602147,0.0341194479208993,0.0406540609870927,0.0397610980029226,0.0407619622922997,0.0344029223671213,0.0403105670901517,0.188831680655687,0.192219585992486,0.302709369952166,0.302000099194376,"sim","classical","norm",NA,1000,1000,314
0.85,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.05,0.283333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.03,0.17,0.2,0.15,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.85,"a2_equal_a1",0.4900910393823,0.0333356441436914,1,0.49516430710728,0.0340560445884013,1,-0.0241985356587247,0.0332467867812185,0.118,0.603249480097428,0.0418121434915173,1,-0.180406385241681,0.0408658697399968,0.994,0.602985961672462,0.0418637401895891,1,0.0057057755419692,0.0336598958700138,0.065,-0.181866414455043,0.0417637942968539,0.993,0.0335150375811741,0.0340087790268163,0.0351108529667825,0.0420701918857431,0.0408416695528898,0.0421645916797179,0.0351285298628176,0.0412469206882245,0.1900910393823,0.19516430710728,0.303249480097428,0.302985961672462,"sim","classical","norm",NA,1000,1000,314
0.9,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.0333333333333333,0.3,0,0,1,0.15,0.15,0.2,0.2,0.5,0.02,0.18,0.2,0.1,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.9,"a2_equal_a1",0.487957983621922,0.033308700361115,1,0.494047311269033,0.0340385652551353,1,-0.0288309924961436,0.0332706176382229,0.133,0.601412024472452,0.0417866242860036,1,-0.180717805310359,0.0408292343719658,0.995,0.601247082639875,0.0418229689376137,1,0.00433282446831328,0.0338506280704289,0.06,-0.181878984524937,0.0419312165598413,0.99,0.0332452726561218,0.0341001515967226,0.0332460907371662,0.0411182232684736,0.0395864329595059,0.0411118164123543,0.0341449461296027,0.0411641924112906,0.187957983621922,0.194047311269033,0.301412024472452,0.301247082639875,"sim","classical","norm",NA,1000,1000,314
0.95,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0.0166666666666666,0.316666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.00999999999999999,0.19,0.2,0.05,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.95,"a2_equal_a1",0.488692760579699,0.0333285724620622,1,0.496010415147981,0.0340392393286356,1,-0.0350780582566997,0.0332438223550884,0.187,0.602428981297023,0.0418482310287946,1,-0.180782749025797,0.0408677450013755,0.993,0.602399393139934,0.0418726737731466,1,0.000731921027368636,0.0339988046874167,0.059,-0.181006132632523,0.0421805845565664,0.993,0.0333214529662905,0.0339694583878484,0.0336397705645763,0.0414951430249619,0.0406148061620668,0.041530045950007,0.0349087208444123,0.0423478325212499,0.188692760579699,0.196010415147982,0.302428981297024,0.302399393139934,"sim","classical","norm",NA,1000,1000,314
1,0.3,"D2_varyA1Rho_WithX",0.2,0.6,0.6,0,0.3,0,0.333333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0,0.2,0.2,0,0.18,0.955,0.18848167539267,0.595,0.302521008403361,1,"a2_equal_a1",0.487061033434951,0.0333596421489958,1,0.49559517969092,0.034073191536239,1,-0.0408034796260803,0.0332351441810548,0.231,0.601236825859438,0.0419047457390779,1,-0.181518958636896,0.0409416983641872,0.994,0.601189326703251,0.0419238431960461,1,-0.00151101161840929,0.0342181007438874,0.059,-0.18100584320286,0.0425328397840518,0.991,0.0339871547159212,0.0350028204922653,0.0350507263113713,0.0427098371202401,0.0404518634836198,0.0426906058271326,0.0358584729453192,0.0416584625192777,0.187061033434951,0.19559517969092,0.301236825859438,0.301189326703251,"sim","classical","norm",NA,1000,1000,314
0,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.666666666666667,0,0,0,1,0.15,0.15,0.2,0.2,0.5,0.4,0,0.4,1,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0,"a2_equal_a1",0.488539433642463,0.0332996689991579,1,0.425495561399062,0.036207273957107,1,0.150278213674784,0.035416557985285,0.986,0.603661560323203,0.041773537118201,1,-0.183498839722888,0.0408613896604918,0.991,0.531029198022218,0.0486811709134092,1,0.108132922941131,0.0375977094131431,0.822,-0.140072464704059,0.0434276049299311,0.898,0.0346324251210205,0.0374679402079806,0.0342882106933466,0.0426322627750384,0.0414174604524691,0.0493997243838273,0.0363165099894396,0.0440356263414454,0.188539433642463,0.125495561399062,0.303661560323203,0.231029198022218,"sim","classical","norm",NA,1000,1000,314
0.05,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.633333333333333,0.0333333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.38,0.02,0.4,0.95,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.05,"a2_equal_a1",0.488797925274639,0.0333410448040556,1,0.431583222513246,0.036269450990432,1,0.13693457646007,0.0354418369664031,0.961,0.602447738946295,0.041870735138192,1,-0.180916458155535,0.0409515665299922,0.995,0.539359186696272,0.0479541582267182,1,0.0987005851343837,0.0369912813626924,0.754,-0.146171628439771,0.0428357877069637,0.933,0.0339131701194144,0.0369296695843999,0.0365268432315775,0.0419469369501459,0.039115644514586,0.0477054134885716,0.0377618227151499,0.0407895188126368,0.188797925274639,0.131583222513246,0.302447738946295,0.239359186696272,"sim","classical","norm",NA,1000,1000,314
0.1,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.6,0.0666666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.36,0.04,0.4,0.9,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.1,"a2_equal_a1",0.489693979397929,0.0333344486481472,1,0.437240266527501,0.0363480072191808,1,0.124840740002787,0.035468396002014,0.939,0.601861017366873,0.0418137443158054,1,-0.1788666224518,0.0408857295323783,0.992,0.54660889520893,0.0472409085872652,1,0.0909850283506879,0.0364977722305433,0.699,-0.151692195973045,0.0422143349120385,0.943,0.0333673489584001,0.0355885096611721,0.0355712205087627,0.0426183190180896,0.0410770441516,0.0472573980606652,0.0365503037311718,0.0426469514626596,0.189693979397929,0.137240266527501,0.301861017366873,0.24660889520893,"sim","classical","norm",NA,1000,1000,314
0.15,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.566666666666667,0.1,0,0,1,0.15,0.15,0.2,0.2,0.5,0.34,0.06,0.4,0.85,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.15,"a2_equal_a1",0.490029686502897,0.0333185907947832,1,0.443075095288754,0.036384363920788,1,0.1115477992186,0.0355191464422373,0.887,0.602877268594702,0.0417798607054737,1,-0.179978171737188,0.0408435507753898,0.992,0.555621009133974,0.0465333081122195,1,0.0824559331072368,0.0360799053451543,0.64,-0.159976492116693,0.0416860239720082,0.973,0.0337438775005404,0.03578447421308,0.0339229232215741,0.0415401574082151,0.0397083475155829,0.0453048306136533,0.0345317763012072,0.0405200556750002,0.190029686502897,0.143075095288754,0.302877268594702,0.255621009133974,"sim","classical","norm",NA,1000,1000,314
0.2,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.533333333333333,0.133333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.32,0.08,0.4,0.8,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.2,"a2_equal_a1",0.489742614481307,0.0333565085811701,1,0.447834765473012,0.0364276219750391,1,0.100113858409072,0.0355998644693792,0.817,0.602163520855357,0.0418813901474201,1,-0.17876797650844,0.0409125374684681,0.993,0.560869077029088,0.0460164588184213,1,0.0769407020625466,0.0358169016311117,0.564,-0.164303846682022,0.0413930451773463,0.976,0.0334419557392134,0.0359381545451816,0.034390113427485,0.0426853806013995,0.0419163885442032,0.0458351944931527,0.0344942108207101,0.0422217589845156,0.189742614481307,0.147834765473012,0.302163520855357,0.260869077029088,"sim","classical","norm",NA,1000,1000,314
0.25,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.5,0.166666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.3,0.1,0.4,0.75,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.25,"a2_equal_a1",0.488126426395474,0.0333740273464971,1,0.450844894210628,0.0364724042431926,1,0.0891555695836372,0.0355678396532037,0.692,0.601527438535426,0.0418643292720226,1,-0.180618385901706,0.0408873282406923,0.988,0.565391043397004,0.045502644326485,1,0.0715906920909419,0.0355350840127674,0.539,-0.170713026467207,0.0411181448680467,0.982,0.0317781785950855,0.0346211126276438,0.036147301653624,0.0414844038556543,0.0407296394847375,0.0447069551477671,0.0360176689380707,0.0409522434387414,0.188126426395474,0.150844894210628,0.301527438535426,0.265391043397004,"sim","classical","norm",NA,1000,1000,314
0.3,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.466666666666667,0.2,0,0,1,0.15,0.15,0.2,0.2,0.5,0.28,0.12,0.4,0.7,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.3,"a2_equal_a1",0.486031973053308,0.0333188577746086,1,0.454028446166764,0.0364462722149232,1,0.0765466349763939,0.0356542263402713,0.578,0.598660174757418,0.0418308350341901,1,-0.179332514825562,0.0409040270524973,0.99,0.567713168817983,0.0449757737326949,1,0.0658195606227731,0.0354426947859787,0.471,-0.173869844976054,0.0409576914819579,0.988,0.033397463436239,0.0364091317576634,0.0356936022262283,0.0421604149868093,0.0411982491480679,0.0458378356394156,0.0354584740834628,0.0414581467571262,0.186031973053308,0.154028446166764,0.298660174757418,0.267713168817983,"sim","classical","norm",NA,1000,1000,314
0.35,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.433333333333333,0.233333333333333,0,0,1,0.15,0.15,0.2,0.2,0.5,0.26,0.14,0.4,0.65,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.35,"a2_equal_a1",0.488991463302516,0.0333008353618272,1,0.461589661033019,0.0364708889530744,1,0.0650950696060858,0.035645200638301,0.438,0.60389910597115,0.0417954468111687,1,-0.182909250411292,0.0408547700391983,0.996,0.577000253679146,0.0445179307244755,1,0.0613377902558077,0.0353248598927212,0.405,-0.181192198110832,0.0408249637957191,0.995,0.0324542669465593,0.0354042245339083,0.0355932871224723,0.0417271591061928,0.0410845753433859,0.0444476327210942,0.0352540947178679,0.0410967396933892,0.188991463302516,0.161589661033019,0.30389910597115,0.277000253679146,"sim","classical","norm",NA,1000,1000,314
0.4,0.3,"D2_varyA1Rho_WithX",0.4,0.6,0.6,0,0.3,0.4,0.266666666666667,0,0,1,0.15,0.15,0.2,0.2,0.5,0.24,0.16,0.4,0.6,0.18,0.955,0.18848167539267,0.595,0.302521008403361,0.4,"a2_equal_a1",0.489386300293635,0.0333435706608802,1,0.466795472587695,0.0364804853589347,1,0.0541973510322391,0.0356589992292787,0.335,0.603049694929608,0.0418616991672573,1,-0.180864135418474,0.0409078208651332,0.993,0.579909698000443,0.0441413218629556,1,0.0578590086384078,0.0353363223915101,0.384,-0.182424298742788,0.0408849914690914,0.994,0.0325963900040962,0.0365581062240775,0.0363357392255574,0.0416613852870181,0.0403134672025413,0.0445857376289979,0.0358985245231663,0.040093540257776,0.189386300293635,0.166795472587695,0.303049694929608,0.279909698000443,"sim","classical","norm",NA,1000,1000,314
