"f_target","b1","design","rho_target","a1","a2","b0","b2","c1","c2","a0","c0","sigma_eY","ax_1","ax_2","bx_1","bx_2","p_x2","rho_U","rho_V","rho_total","rho_rel_U","bias_struct","var_A_given_X","bias_fit1_pop","var_A_given_XV","bias_fit3_pop","f_achieved","a2_rule","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_Atilde_fit2","se_Atilde_fit2","power_Atilde_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_Atilde_fit4","se_Atilde_fit4","power_Atilde_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_Atilde_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_Atilde_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.4,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.3,0.2,0,0,1,0.15,0.15,0.2,0.2,0.5,0.12,0.08,0.2,0.6,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.4,"a2_equal_a1",0.426138577607728,0.0336548049380909,1,0.412013090351617,0.0343107486048263,1,0.0681987050573022,0.033514731669968,0.545,0.450990481040648,0.0368505212239607,1,-0.059305507462361,0.035997497513779,0.376,0.439617063699548,0.0371116199952348,1,0.0767285761838722,0.0337630389223798,0.623,-0.0701218982420873,0.0362370415274903,0.485,0.0330508161503689,0.0341102151898393,0.0340137457331214,0.0367359677852343,0.0354790086689037,0.0371926656072285,0.0342573120489576,0.0355503982873301,0.126138577607728,0.112013090351617,0.150990481040648,0.139617063699548,"sim","classical","norm",NA,1000,1000,314
0.45,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.275,0.225,0,0,1,0.15,0.15,0.2,0.2,0.5,0.11,0.09,0.2,0.55,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.45,"a2_equal_a1",0.426810174200516,0.0336580135815922,1,0.414382848660122,0.0343423269310231,1,0.0596527683301092,0.0335551712813513,0.426,0.452473437664097,0.0368733716464941,1,-0.0609486157809288,0.0359821148245039,0.398,0.44285578918047,0.0371007611070111,1,0.0704975404844489,0.0339402726763418,0.539,-0.0730157306163512,0.0363899564491461,0.509,0.0335161913784165,0.0338503499231008,0.0343119666125662,0.0369073030644931,0.0367499185688655,0.036766195420086,0.0349974136270616,0.0374246863639,0.126810174200516,0.114382848660122,0.152473437664097,0.14285578918047,"sim","classical","norm",NA,1000,1000,314
0.5,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.25,0.25,0,0,1,0.15,0.15,0.2,0.2,0.5,0.1,0.1,0.2,0.5,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.5,"a2_equal_a1",0.42678895048813,0.0336357273918481,1,0.415682753756646,0.0343379183587176,1,0.0529111559981539,0.0335535412465077,0.353,0.451671283259695,0.0368331378211967,1,-0.0594292368388958,0.0359723226575584,0.378,0.443367456760213,0.0370340701179456,1,0.065402700500753,0.0340933911557514,0.478,-0.0723991614373115,0.0365563095176855,0.512,0.0349018806339205,0.0356760895115278,0.033801452842385,0.0382304769466678,0.0370619202356832,0.038482508563965,0.0342809853613004,0.0375507280842626,0.12678895048813,0.115682753756646,0.151671283259695,0.143367456760213,"sim","classical","norm",NA,1000,1000,314
0.55,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.225,0.275,0,0,1,0.15,0.15,0.2,0.2,0.5,0.09,0.11,0.2,0.45,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.55,"a2_equal_a1",0.426897938346287,0.033601030448748,1,0.417745367915205,0.0343096338701422,1,0.0436031524145138,0.0335616499615119,0.25,0.451619658830685,0.0368061255498051,1,-0.0589865936082921,0.0360105319309056,0.391,0.445062532932321,0.0369712136858479,1,0.0580289667144781,0.0343189187569709,0.407,-0.0723798375402725,0.0368381713591128,0.516,0.0341185777304531,0.0346936090942303,0.0339802674885133,0.0367165982592487,0.0337350391169723,0.0369049142885142,0.0346272912100802,0.034267946561397,0.126897938346287,0.117745367915205,0.151619658830685,0.145062532932321,"sim","classical","norm",NA,1000,1000,314
0.6,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.2,0.3,0,0,1,0.15,0.15,0.2,0.2,0.5,0.08,0.12,0.2,0.4,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.6,"a2_equal_a1",0.42783367119536,0.0335794390567399,1,0.419972270633078,0.0343150460799221,1,0.0372394288370718,0.0335740437035448,0.193,0.452765256026768,0.0367624538994586,1,-0.0597974130310177,0.0359623182109924,0.392,0.447259830391323,0.0369064103390212,1,0.0538252401535722,0.0345547795649428,0.339,-0.0737888336464008,0.0370409995576508,0.505,0.0333937188881524,0.0340329005559281,0.0334539418992101,0.0363180957763612,0.0358203579368471,0.0364041048688622,0.0345117883900711,0.0367750840916281,0.12783367119536,0.119972270633078,0.152765256026768,0.147259830391323,"sim","classical","norm",NA,1000,1000,314
0.65,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.175,0.325,0,0,1,0.15,0.15,0.2,0.2,0.5,0.07,0.13,0.2,0.35,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.65,"a2_equal_a1",0.425734608767984,0.0335884413648537,1,0.419657599976815,0.0343196281077617,1,0.0289922251380988,0.0335413200934796,0.144,0.450639328268101,0.0367807956469033,1,-0.0594216237836005,0.0359050625424599,0.383,0.446493139420988,0.0368891279689785,1,0.0476578649324933,0.0348095802711643,0.288,-0.0733729564665049,0.0373009128609519,0.5,0.0341056024529677,0.0348507724106755,0.0341776999712077,0.0371177935973817,0.0372350832945671,0.0371693734710558,0.0356447000569505,0.0386196631663555,0.125734608767984,0.119657599976815,0.150639328268101,0.146493139420988,"sim","classical","norm",NA,1000,1000,314
0.7,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.15,0.35,0,0,1,0.15,0.15,0.2,0.2,0.5,0.06,0.14,0.2,0.3,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.7,"a2_equal_a1",0.425483383774022,0.0336023286235061,1,0.421059314485282,0.0343431071610857,1,0.021067300285636,0.033537796907149,0.092,0.450436272144889,0.0368154333169506,1,-0.0593227722321593,0.0359614195981709,0.391,0.44729473356045,0.036904796867633,1,0.0410168056616741,0.0350756342469553,0.204,-0.07239427193881,0.0376537449242674,0.505,0.0345548215864695,0.0353260603467558,0.0331937367919962,0.0376060241181184,0.0355333403116233,0.0376279609739763,0.0349139519608986,0.0373672486455107,0.125483383774022,0.121059314485282,0.150436272144889,0.14729473356045,"sim","classical","norm",NA,1000,1000,314
0.75,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.125,0.375,0,0,1,0.15,0.15,0.2,0.2,0.5,0.05,0.15,0.2,0.25,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.75,"a2_equal_a1",0.426145944044664,0.0335753410470781,1,0.423679645728582,0.0343203072542754,1,0.0120021687873042,0.0336208759736178,0.063,0.451331704334088,0.0367553006221774,1,-0.060306959924496,0.0359852796996253,0.398,0.449219505948304,0.0368264398654933,1,0.0339701378081111,0.0355158711612832,0.149,-0.0722153261391976,0.0380656479572279,0.492,0.0354575383218499,0.0363271641496066,0.0334640254241002,0.0387853306279738,0.0367194343214235,0.0388709469667616,0.0355858700567333,0.0390468127256743,0.126145944044664,0.123679645728582,0.151331704334088,0.149219505948304,"sim","classical","norm",NA,1000,1000,314
0.8,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.1,0.4,0,0,1,0.15,0.15,0.2,0.2,0.5,0.04,0.16,0.2,0.2,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.8,"a2_equal_a1",0.42601461596978,0.0336028521746264,1,0.424553072704866,0.0343489265017083,1,0.00711949397182798,0.0336501994031539,0.052,0.451153979958371,0.0368094472244736,1,-0.059765175118174,0.0359802885431282,0.388,0.449584463479189,0.0368603494405175,1,0.0305986344148635,0.035911334736403,0.138,-0.0713375048145663,0.0384485749531525,0.461,0.0341079870666359,0.0348338625235654,0.0346860119324033,0.0360996928118248,0.0356402300107858,0.0362434678297072,0.0368574050424445,0.0377981544916252,0.126014615969781,0.124553072704866,0.151153979958371,0.149584463479189,"sim","classical","norm",NA,1000,1000,314
0.85,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.075,0.425,0,0,1,0.15,0.15,0.2,0.2,0.5,0.03,0.17,0.2,0.15,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.85,"a2_equal_a1",0.427039287113185,0.0336420029591022,1,0.427695042000375,0.0343779944635528,1,-0.00302897833859029,0.0335602020812351,0.064,0.451858647838573,0.0368215195456193,1,-0.0593007176257578,0.0359808134405601,0.384,0.45108402557516,0.0368570420585807,1,0.0211205280801878,0.0362738824285598,0.094,-0.0679629606686127,0.0389417486927144,0.407,0.0338977943503405,0.0344568585721378,0.0354644402440564,0.0373856901481257,0.0358448339926399,0.0374418657340964,0.0376352744090693,0.0380472384273835,0.127039287113185,0.127695042000375,0.151858647838573,0.15108402557516,"sim","classical","norm",NA,1000,1000,314
0.9,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.05,0.45,0,0,1,0.15,0.15,0.2,0.2,0.5,0.02,0.18,0.2,0.1,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.9,"a2_equal_a1",0.425199010016319,0.0335777902348575,1,0.427405250687746,0.0343273540687503,1,-0.0104982627325748,0.0335749164742076,0.0500000000000001,0.450325870023603,0.0367585102868371,1,-0.0601330187056131,0.0359431474826291,0.39,0.449910962001107,0.0367869097405613,1,0.0150587285063538,0.0367814036907674,0.071,-0.066713359405708,0.0394289985085466,0.399,0.0337091645697455,0.0343340383224708,0.0330338143671995,0.0363967600800551,0.0348600473440131,0.0363890873637224,0.0371319160180666,0.0393163553076466,0.125199010016319,0.127405250687746,0.150325870023603,0.149910962001107,"sim","classical","norm",NA,1000,1000,314
0.95,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0.025,0.475,0,0,1,0.15,0.15,0.2,0.2,0.5,0.00999999999999999,0.19,0.2,0.0499999999999999,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.95,"a2_equal_a1",0.425542964315923,0.0336426652626782,1,0.429608924318742,0.0343776221153275,1,-0.0192855345877104,0.0335690980885246,0.091,0.45057205105915,0.0368477714832483,1,-0.0595837983495963,0.035967030667991,0.376,0.450498571825704,0.0368676244217827,1,0.00614723456264898,0.037283935076522,0.061,-0.0624746073563535,0.0399955929974576,0.346,0.0331403119192167,0.0336201935868782,0.0336667193277003,0.0358494050211536,0.035694075687019,0.035882191403251,0.0384162417831527,0.0407330383159195,0.125542964315923,0.129608924318742,0.15057205105915,0.150498571825704,"sim","classical","norm",NA,1000,1000,314
1,0.3,"D2_varyA1Rho_WithX",0.2,0.4,0.4,0,0.3,0,0.5,0,0,1,0.15,0.15,0.2,0.2,0.5,0,0.2,0.2,0,0.12,0.955,0.12565445026178,0.795,0.150943396226415,1,"a2_equal_a1",0.42406001865486,0.0336404727563906,1,0.429838816349021,0.0343775349366667,1,-0.0276989485947952,0.033545613559504,0.129,0.449355139667254,0.0368562885998681,1,-0.0604381166674828,0.0360218585462776,0.391,0.449329600556781,0.036873926318916,1,-0.00178900211917626,0.0378969964269374,0.063,-0.0595515186939927,0.040735483286626,0.293,0.0344864412017405,0.035452571263374,0.035377218963458,0.0373799148289194,0.0354526733436807,0.0374072230840418,0.0398543507158482,0.0399653752479895,0.12406001865486,0.129838816349021,0.149355139667254,0.149329600556781,"sim","classical","norm",NA,1000,1000,314
0.05,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.95,0.05,0,0,1,0.15,0.15,0.2,0.2,0.5,0.38,0.02,0.4,0.95,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.05,"a2_equal_a1",0.425963919408631,0.0335954691983744,1,0.306938699735246,0.0357063810849423,1,0.283263845775328,0.0349226460412272,1,0.451898207714352,0.0367776341698192,1,-0.0619685279468827,0.035973722196377,0.405,0.317809339919434,0.0394780376927361,1,0.28004102483964,0.0352811180523258,1,-0.0227094457594083,0.0352524882642527,0.0989999999999999,0.0345529586896948,0.0356353497964902,0.0336095429529646,0.0374008707262268,0.036701685168725,0.0389927067775157,0.0339097618199479,0.0358132307175641,0.125963919408631,0.0069386997352463,0.151898207714352,0.0178093399194336,"sim","classical","norm",NA,1000,1000,314
0.1,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.9,0.1,0,0,1,0.15,0.15,0.2,0.2,0.5,0.36,0.04,0.4,0.9,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.1,"a2_equal_a1",0.425231540283636,0.0336417176887615,1,0.315108180928965,0.0358494148816381,1,0.263874933331154,0.0350147161415689,1,0.450062130900724,0.0368519250719141,1,-0.0592926385959051,0.0360420581760587,0.372,0.332373952174544,0.0392289811570525,1,0.260779617915279,0.0351246784591619,1,-0.0381965236069466,0.0352104115267246,0.183,0.0340119666608417,0.0359789608725453,0.0358734274672049,0.0365941346194867,0.0347678673812962,0.0388628361538874,0.0359581173248925,0.0337850976389142,0.125231540283636,0.0151081809289648,0.150062130900724,0.0323739521745439,"sim","classical","norm",NA,1000,1000,314
0.15,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.85,0.15,0,0,1,0.15,0.15,0.2,0.2,0.5,0.34,0.06,0.4,0.85,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.15,"a2_equal_a1",0.426245456177597,0.0336270324717054,1,0.322986614726543,0.0360189349788449,1,0.245638579814832,0.0351616045005472,1,0.45041562506005,0.0368052620455768,1,-0.0579745485346975,0.0359966779143054,0.375,0.345335225739633,0.0390003801695574,1,0.244525298541034,0.0351490027310209,1,-0.0524853027072829,0.0351783968057073,0.333,0.0339845548121748,0.0358902569185985,0.036381428739335,0.0374063167812751,0.035975398929014,0.0391149432800079,0.03633329263737,0.0354965805651593,0.126245456177597,0.0229866147265427,0.15041562506005,0.0453352257396332,"sim","classical","norm",NA,1000,1000,314
0.2,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.8,0.2,0,0,1,0.15,0.15,0.2,0.2,0.5,0.32,0.08,0.4,0.8,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.2,"a2_equal_a1",0.427654177301013,0.0336130605155837,1,0.332476856560705,0.0361579889436866,1,0.226103893883518,0.0353143448920195,1,0.452491091498039,0.0367892133299685,1,-0.0593734186281267,0.0359694837629082,0.367,0.359884896531598,0.0387857480651038,1,0.228686362878956,0.0352925864116096,1,-0.0681642685939801,0.0352769513214188,0.487,0.0336022858210118,0.0347046414595317,0.0344639073960138,0.0363624170379028,0.0350074051486041,0.0372766840697129,0.0343544159098967,0.0339316587862547,0.127654177301013,0.0324768565607049,0.152491091498039,0.0598848965315977,"sim","classical","norm",NA,1000,1000,314
0.25,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.75,0.25,0,0,1,0.15,0.15,0.2,0.2,0.5,0.3,0.1,0.4,0.75,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.25,"a2_equal_a1",0.426362099601755,0.0336618714273333,1,0.33891000033445,0.0362664832445125,1,0.209109324968015,0.0354269328125415,1,0.450535675772528,0.036852852302479,1,-0.0576195143195727,0.0359945226446221,0.361,0.368894859870863,0.0385847844155708,1,0.21708338989935,0.0355338405121003,1,-0.0794603989484402,0.035534665161493,0.596,0.0334021364116288,0.035469435683486,0.0345234568357005,0.0368957488365779,0.0365130070131379,0.0380084237626431,0.034747370207809,0.0361744092962246,0.126362099601755,0.0389100003344503,0.150535675772528,0.0688948598708635,"sim","classical","norm",NA,1000,1000,314
0.3,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.7,0.3,0,0,1,0.15,0.15,0.2,0.2,0.5,0.28,0.12,0.4,0.7,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.3,"a2_equal_a1",0.425204373961337,0.0336515085360223,1,0.345371529389361,0.0363561013234441,1,0.191105593626926,0.03548854060172,0.998,0.450188739777329,0.0368300672762116,1,-0.0599142963940149,0.0359890162141981,0.398,0.377796927927797,0.0383884867765298,1,0.205687725424655,0.0358371365136976,1,-0.0923378819754968,0.0358733559799072,0.736,0.0322339096946352,0.0347353954710303,0.0358008690106537,0.0360380884874781,0.035540173387191,0.0373330244397365,0.0361124924193252,0.0356870053895623,0.125204373961337,0.0453715293893609,0.150188739777329,0.0777969279277972,"sim","classical","norm",NA,1000,1000,314
0.35,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.65,0.35,0,0,1,0.15,0.15,0.2,0.2,0.5,0.26,0.14,0.4,0.65,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.35,"a2_equal_a1",0.422899168141032,0.0336035041842047,1,0.350537513498006,0.0364214468495135,1,0.172872698216472,0.0356356377929482,0.996,0.447676967560951,0.0367988766660275,1,-0.0591393206566122,0.0359917664485701,0.372,0.383857161924106,0.0381953409566546,1,0.19521219744163,0.0363973735958765,0.999,-0.101867477938212,0.0363843694917549,0.807,0.0339937393200937,0.0366163200237077,0.0356984142600786,0.0376111530953053,0.0361926099390372,0.038957346018826,0.0359731630851715,0.0361932682644027,0.122899168141032,0.0505375134980058,0.147676967560951,0.0838571619241059,"sim","classical","norm",NA,1000,1000,314
0.4,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.6,0.4,0,0,1,0.15,0.15,0.2,0.2,0.5,0.24,0.16,0.4,0.6,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.4,"a2_equal_a1",0.427124665315402,0.0336015520529987,1,0.362190195626755,0.0365053272472382,1,0.154632288629056,0.0356567478768365,0.987,0.45301211557275,0.0367970630607226,1,-0.0617698232469058,0.0359600530512209,0.409,0.396621232714299,0.0380275613533014,1,0.186562614629303,0.0369862185247525,1,-0.114065940184015,0.0370068051756474,0.871,0.0335125664946914,0.0367134668383485,0.0356703466634433,0.0369433225503374,0.0356528812367803,0.038483057744441,0.0369516922124755,0.0367081692325283,0.127124665315402,0.0621901956267555,0.15301211557275,0.0966212327142991,"sim","classical","norm",NA,1000,1000,314
0.45,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.55,0.45,0,0,1,0.15,0.15,0.2,0.2,0.5,0.22,0.18,0.4,0.55,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.45,"a2_equal_a1",0.426138577607728,0.0336548049380909,1,0.368230081191643,0.0366019770601198,1,0.138804802803751,0.0357774003350344,0.969,0.450990481040648,0.0368505212239607,1,-0.059305507462361,0.035997497513779,0.376,0.401602715565308,0.0379128064793433,1,0.179848810110289,0.0378839838393729,0.996,-0.120582435589638,0.0378823580005604,0.895,0.0330508161503689,0.0368571469995614,0.0360276232245427,0.0367359677852343,0.0354790086689037,0.0382084628939584,0.0381109020894493,0.0369089204062134,0.126138577607728,0.0682300811916427,0.150990481040648,0.101602715565308,"sim","classical","norm",NA,1000,1000,314
0.5,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.5,0.5,0,0,1,0.15,0.15,0.2,0.2,0.5,0.2,0.2,0.4,0.5,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.5,"a2_equal_a1",0.426810174200516,0.0336580135815922,1,0.37660515611993,0.0366966659705116,1,0.119970437514591,0.0358488912040728,0.921,0.452473437664097,0.0368733716464941,1,-0.0609486157809288,0.0359821148245039,0.398,0.409448865601807,0.0378101300755839,1,0.17193482726974,0.0389277380003306,0.994,-0.129772091611367,0.0389121026142027,0.904,0.0335161913784165,0.0360546437959175,0.0355231479838633,0.0369073030644931,0.0367499185688655,0.0372952102361096,0.039052275048476,0.0400812900109675,0.126810174200516,0.0766051561199304,0.152473437664097,0.109448865601807,"sim","classical","norm",NA,1000,1000,314
0.55,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.45,0.55,0,0,1,0.15,0.15,0.2,0.2,0.5,0.18,0.22,0.4,0.45,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.55,"a2_equal_a1",0.42678895048813,0.0336357273918481,1,0.383566765482934,0.0367381969525898,1,0.103077843777233,0.0358910428245583,0.806,0.451671283259695,0.0368331378211967,1,-0.0594292368388958,0.0359723226575584,0.378,0.41413602938102,0.0376633844217884,1,0.165215370944759,0.0401909679015297,0.986,-0.135227776857109,0.0401725554341952,0.914,0.0349018806339205,0.038064920415763,0.0362397246772592,0.0382304769466678,0.0370619202356832,0.03913797235331,0.0404717398177468,0.0411510842001218,0.12678895048813,0.083566765482934,0.151671283259695,0.11413602938102,"sim","classical","norm",NA,1000,1000,314
0.6,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.4,0.6,0,0,1,0.15,0.15,0.2,0.2,0.5,0.16,0.24,0.4,0.4,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.6,"a2_equal_a1",0.426897938346287,0.033601030448748,1,0.391576297288866,0.0367378031376654,1,0.0844070750690202,0.0359350214091639,0.653,0.451619658830685,0.0368061255498051,1,-0.0589865936082921,0.0360105319309056,0.391,0.42001699132111,0.0375115772254026,1,0.157695605848999,0.0418608837764739,0.972,-0.141092230786551,0.0418869848243852,0.926,0.0341185777304531,0.0369338950237949,0.0356486850401289,0.0367165982592487,0.0337350391169723,0.0374025994850503,0.0416015259355059,0.039033400493583,0.126897938346287,0.091576297288866,0.151619658830685,0.12001699132111,"sim","classical","norm",NA,1000,1000,314
0.65,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.35,0.65,0,0,1,0.15,0.15,0.2,0.2,0.5,0.14,0.26,0.4,0.35,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.65,"a2_equal_a1",0.42783367119536,0.0335794390567399,1,0.399690523905196,0.0367795384007965,1,0.0669650449678426,0.0359679640796342,0.443,0.452765256026768,0.0367624538994586,1,-0.0597974130310177,0.0359623182109924,0.392,0.425587647948209,0.0373806028488966,1,0.153049932340933,0.0439189523205874,0.939,-0.148498300602831,0.0438965364715943,0.933,0.0333937188881524,0.0362804819678854,0.0356001683560852,0.0363180957763612,0.0358203579368471,0.0368088888245491,0.0437526235989159,0.0435431826303013,0.12783367119536,0.0996905239051958,0.152765256026768,0.125587647948209,"sim","classical","norm",NA,1000,1000,314
0.7,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.3,0.7,0,0,1,0.15,0.15,0.2,0.2,0.5,0.12,0.28,0.4,0.3,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.7,"a2_equal_a1",0.425734608767984,0.0335884413648537,1,0.405502269935733,0.0367950154232761,1,0.0482933064730167,0.0359182171353937,0.278,0.450639328268101,0.0367807956469033,1,-0.0594216237836005,0.0359050625424599,0.383,0.428569973797785,0.0372781281530575,1,0.147002410171715,0.0465884580857687,0.877,-0.153752281304633,0.0465938587514953,0.908,0.0341056024529677,0.0371121170070241,0.0365544222659835,0.0371177935973817,0.0372350832945671,0.0374712431856907,0.0474385449894383,0.0480181684198752,0.125734608767984,0.105502269935733,0.150639328268101,0.128569973797785,"sim","classical","norm",NA,1000,1000,314
0.75,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.25,0.75,0,0,1,0.15,0.15,0.2,0.2,0.5,0.1,0.3,0.4,0.25,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.75,"a2_equal_a1",0.425483383774022,0.0336023286235061,1,0.412735723727891,0.0368483712874374,1,0.0304519873965028,0.0359921658859406,0.133,0.450436272144889,0.0368154333169506,1,-0.0593227722321593,0.0359614195981709,0.391,0.432715424807091,0.0372290663278383,1,0.140449640228377,0.0501150352933674,0.809,-0.157524390771943,0.0501212360618178,0.883,0.0345548215864695,0.0377433467067342,0.0352731761077752,0.0376060241181184,0.0355333403116233,0.037901092737731,0.0496235315497478,0.049763973128017,0.125483383774022,0.112735723727891,0.150436272144889,0.132715424807091,"sim","classical","norm",NA,1000,1000,314
0.8,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.2,0.8,0,0,1,0.15,0.15,0.2,0.2,0.5,0.08,0.32,0.4,0.2,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.8,"a2_equal_a1",0.426145944044664,0.0335753410470781,1,0.421503104149235,0.0368194336256715,1,0.0112260758472202,0.0360568985364466,0.07,0.451331704334088,0.0367553006221774,1,-0.060306959924496,0.0359852796996253,0.398,0.437724857152824,0.037087241000754,1,0.135111555854912,0.0552524134149971,0.685,-0.162953274605329,0.0552182705602109,0.83,0.0354575383218499,0.0389296476347676,0.036098145150455,0.0387853306279738,0.0367194343214235,0.0391230601533175,0.0551678687842144,0.0563250989928692,0.126145944044664,0.121503104149235,0.151331704334088,0.137724857152824,"sim","classical","norm",NA,1000,1000,314
0.85,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.15,0.85,0,0,1,0.15,0.15,0.2,0.2,0.5,0.06,0.34,0.4,0.15,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.85,"a2_equal_a1",0.42601461596978,0.0336028521746264,1,0.428085036067045,0.0368667402415729,1,-0.00471780693052631,0.036085078415626,0.045,0.451153979958371,0.0368094472244736,1,-0.059765175118174,0.0359802885431282,0.388,0.440876259242486,0.0370510302099504,1,0.135331321550925,0.0627977367310206,0.566,-0.170567053309905,0.0626995741814413,0.772,0.0341079870666359,0.0367427228636131,0.0367899434065406,0.0360996928118248,0.0356402300107858,0.0365384691374681,0.0646694738691187,0.0627936709037038,0.126014615969781,0.128085036067045,0.151153979958371,0.140876259242486,"sim","classical","norm",NA,1000,1000,314
0.9,0.3,"D2_varyA1Rho_WithX",0.4,0.4,0.4,0,0.3,0.1,0.9,0,0,1,0.15,0.15,0.2,0.2,0.5,0.04,0.36,0.4,0.1,0.12,0.955,0.12565445026178,0.795,0.150943396226415,0.9,"a2_equal_a1",0.427039287113185,0.0336420029591022,1,0.437006792584502,0.036863655742189,1,-0.0237308295255645,0.0360173919124195,0.112,0.451858647838573,0.0368215195456193,1,-0.0593007176257578,0.0359808134405601,0.384,0.445560241113182,0.0369831924269333,1,0.125631206728214,0.0755904631789942,0.397,-0.169853344230346,0.075599677503486,0.614,0.0338977943503405,0.0372691433190103,0.0372371640376364,0.0373856901481257,0.0358448339926399,0.0375684657568078,0.0778934435042057,0.0751079939953732,0.127039287113185,0.137006792584502,0.151858647838573,0.145560241113182,"sim","classical","norm",NA,1000,1000,314
