"f_target","b1","design","rho_target","a1","a2","b2","c1","c2","a0","b0","c0","sigma_eY","rho_U","rho_V","rho_total","rho_rel_U","bias","f_achieved","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_N_fit2","se_N_fit2","power_N_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_N_fit4","se_N_fit4","power_N_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_N_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_N_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.25,0.3,"D2_varyA1Rho",0.6,0.6,0.6,0.3,0.75,0.25,0,0,0,1,0.45,0.15,0.6,0.75,0.18,0.25,0.481997475249999,0.0324263694819922,1,0.369007186173156,0.0404507821289214,1,0.18727271695886,0.0405879492022955,0.987,0.58554003815205,0.0402851930272121,1,-0.170602816582451,0.0401707363068634,0.977,0.471725150228714,0.049637146290115,1,0.16101595544024,0.0410620204670537,0.952,-0.142834329857852,0.0405701930300359,0.936,0.0351437789794243,0.0429395130947022,0.0474367130089176,0.0483623584685441,0.0428584236301238,0.0559564325077045,0.048333034006259,0.0419833124601956,0.181997475249999,0.0690071861731564,0.28554003815205,0.171725150228714,"sim","classical","t",3,1000,1000,314
0.3,0.3,"D2_varyA1Rho",0.2,0.2,0.2,0.3,0.7,0.3,0,0,0,1,0.14,0.06,0.2,0.7,0.06,0.3,0.36276655302702,0.0331764635514595,1,0.318781384098446,0.0332465194016141,0.999,0.209514789980748,0.0326791604435107,1,0.365648024113002,0.0339068668695144,1,-0.013658342152237,0.033091084460699,0.079,0.330217123718408,0.0335693410095992,0.999,0.230490730525034,0.0338887550986414,1,-0.0757359350403656,0.0336249691864623,0.624,0.0342805532270041,0.0334389888108679,0.0384996156140673,0.0352036747381795,0.0342020247617205,0.0337830193493192,0.0416304496972885,0.0358489089988425,0.0627665530270204,0.0187813840984464,0.0656480241130024,0.0302171237184083,"sim","classical","t",3,1000,1000,314
0.3,0.3,"D2_varyA1Rho",0.2,0.4,0.4,0.3,0.35,0.15,0,0,0,1,0.14,0.06,0.2,0.7,0.12,0.3,0.426407577371752,0.0328746969472927,1,0.408746313297062,0.0335149639590195,1,0.0864670854711818,0.0335807084097475,0.718,0.451774766493777,0.0359616647888782,1,-0.0603311385630301,0.035382112474171,0.399,0.436048845214417,0.0363281495608343,1,0.091294876340365,0.0336374638371806,0.762,-0.0676014278529612,0.035374677107129,0.491,0.0372035390512492,0.037407928019508,0.0364964130113072,0.0436399764425979,0.0363311794697006,0.0432762020739331,0.0367177727841218,0.0358757800415791,0.126407577371752,0.108746313297062,0.151774766493777,0.136048845214417,"sim","classical","t",3,1000,1000,314
0.3,0.3,"D2_varyA1Rho",0.2,0.6,0.6,0.3,0.233333333333333,0.1,0,0,0,1,0.14,0.06,0.2,0.7,0.18,0.3,0.48239018355456,0.0322055982653267,1,0.475034789121916,0.032913550414439,1,0.0366381595031168,0.0336692070050896,0.192,0.586738551457851,0.0400225737273131,1,-0.171449235002015,0.0398004862860285,0.981,0.579550607854379,0.0406998441415865,1,0.0328481197028887,0.033388874021734,0.166,-0.170451721650459,0.0398157253912845,0.98,0.0338539882045423,0.0344144790583338,0.0345669405574074,0.048036700702483,0.0420726555593391,0.0484816795063031,0.0341938841309068,0.0419352983745155,0.18239018355456,0.175034789121916,0.286738551457851,0.279550607854379,"sim","classical","t",3,1000,1000,314
0.3,0.3,"D2_varyA1Rho",0.4,0.4,0.4,0.3,0.7,0.3,0,0,0,1,0.28,0.12,0.4,0.7,0.12,0.3,0.42615184910592,0.0330204524457478,1,0.344116419355672,0.0357508239137994,1,0.197683759462873,0.0354534558924703,0.999,0.45141788467906,0.0361757690626081,1,-0.0593219852073321,0.0355735998510306,0.413,0.377050744471743,0.0377361298882129,1,0.213285654780179,0.0358422178229587,0.999,-0.0940043805613963,0.0354619001131439,0.76,0.0372385834039532,0.037080489597856,0.0400446733225406,0.0438793900082767,0.0382125478182414,0.0409513490334743,0.0415678097664825,0.0371090264558694,0.12615184910592,0.0441164193556716,0.15141788467906,0.077050744471743,"sim","classical","t",3,1000,1000,314
0.3,0.3,"D2_varyA1Rho",0.4,0.6,0.6,0.3,0.466666666666667,0.2,0,0,0,1,0.28,0.12,0.4,0.7,0.18,0.3,0.480483040571181,0.032448323703699,1,0.446736277743443,0.0354609163524644,1,0.083953449437404,0.0358016566231814,0.648,0.584172933636333,0.0403484981089405,1,-0.170473778615428,0.0401656144717853,0.98,0.551067515292066,0.043284672550885,1,0.0750946803240167,0.0355812575054673,0.555,-0.165638428152862,0.0401730575436342,0.974,0.034905598310579,0.0388259520900015,0.0390639516261086,0.0460474153517461,0.0414852894358072,0.0492354332716058,0.0386748207350522,0.0408265446448002,0.180483040571181,0.146736277743443,0.284172933636334,0.251067515292066,"sim","classical","t",3,1000,1000,314
0.3,0.3,"D2_varyA1Rho",0.6,0.6,0.6,0.3,0.7,0.3,0,0,0,1,0.42,0.18,0.6,0.7,0.18,0.3,0.482942568112429,0.0325187448927006,1,0.385402848776577,0.0406878144732407,1,0.160722473361868,0.0406644850183409,0.962,0.588057056365497,0.0404760080077819,1,-0.172247630885145,0.0403029994721117,0.979,0.492059127878883,0.0486729141413138,1,0.143716968356629,0.0406205037877337,0.93,-0.157675897724901,0.0403126287139571,0.968,0.0342538059665711,0.0443652070456731,0.0470800046717711,0.0479010653802564,0.0434858050945472,0.0567399246553617,0.0468725871627755,0.0422276944098314,0.182942568112429,0.0854028487765766,0.288057056365497,0.192059127878883,"sim","classical","t",3,1000,1000,314
0.35,0.3,"D2_varyA1Rho",0.2,0.2,0.2,0.3,0.65,0.35,0,0,0,1,0.13,0.07,0.2,0.65,0.06,0.35,0.363896618836317,0.0331686266808096,1,0.323412342891736,0.0333502532364333,1,0.193007381201982,0.0328077298105823,0.996,0.366754628684498,0.0339207726767157,1,-0.0126537471310036,0.0332389471903945,0.0729999999999998,0.335410196282775,0.0336278781483902,1,0.220827472596982,0.0346121334808453,0.997,-0.0840298960687154,0.0344605943792702,0.684,0.036153660607809,0.0352366578511913,0.0379929710280979,0.0374804478007395,0.0337160865021975,0.0359120575626034,0.0426791846433012,0.0367483224524193,0.0638966188363166,0.0234123428917357,0.0667546286844979,0.0354101962827749,"sim","classical","t",3,1000,1000,314
0.35,0.3,"D2_varyA1Rho",0.2,0.4,0.4,0.3,0.325,0.175,0,0,0,1,0.13,0.07,0.2,0.65,0.12,0.35,0.424261609861186,0.0327535904039554,1,0.407801591136972,0.0334134680764058,1,0.0803830997961198,0.0336929589179371,0.661,0.449230726854778,0.0358816379658631,1,-0.0589455216846044,0.035311548903403,0.396,0.43531164932423,0.0361940963383027,1,0.0872616362241155,0.0338429870997872,0.728,-0.0686600511776094,0.0354147327570267,0.493,0.0378023249579601,0.0378286859885106,0.037587365868122,0.0441831187622971,0.0375391465957522,0.0436157590388214,0.0381598713528662,0.0372395678992435,0.124261609861186,0.107801591136972,0.149230726854778,0.135311649324231,"sim","classical","t",3,1000,1000,314
0.35,0.3,"D2_varyA1Rho",0.2,0.6,0.6,0.3,0.216666666666667,0.116666666666667,0,0,0,1,0.13,0.07,0.2,0.65,0.18,0.35,0.483056029715975,0.0324764496367847,1,0.477041994431045,0.0331912981845027,1,0.0299230185428206,0.033955389905302,0.134,0.587211255906179,0.0403795151708716,1,-0.170980676610538,0.0401604808662663,0.969,0.581269694934579,0.0409732316834476,1,0.0291197630909629,0.0336651225417086,0.136,-0.170841016762607,0.0401691652267007,0.969,0.0349543300951865,0.0355168652092135,0.0346085449269717,0.0478185596818787,0.0438169670339288,0.0481497020375509,0.034308428810642,0.0436410641176695,0.183056029715976,0.177041994431045,0.287211255906179,0.281269694934579,"sim","classical","t",3,1000,1000,314
0.35,0.3,"D2_varyA1Rho",0.4,0.4,0.4,0.3,0.65,0.35,0,0,0,1,0.26,0.14,0.4,0.65,0.12,0.35,0.42548142336301,0.0328894193137068,1,0.351926531032934,0.0356877108313701,1,0.176935104402119,0.0353010345251962,0.992,0.451226388626836,0.0360211741783184,1,-0.0610035495630134,0.0354131445643885,0.416,0.385964895152811,0.0374029823676256,1,0.200468798634336,0.0360690237047324,0.995,-0.104940292342305,0.0357824118492149,0.826,0.03510504368141,0.0352550169155829,0.0395745197290721,0.0408685143167532,0.0372021167693039,0.0386057847428684,0.0419451042143973,0.0375036060420062,0.12548142336301,0.0519265310329335,0.151226388626836,0.0859648951528109,"sim","classical","t",3,1000,1000,314
0.35,0.3,"D2_varyA1Rho",0.4,0.6,0.6,0.3,0.433333333333333,0.233333333333333,0,0,0,1,0.26,0.14,0.4,0.65,0.18,0.35,0.482445812087243,0.0323431228053045,1,0.453247197928503,0.0354562026878603,1,0.0723683999866054,0.0360181790042743,0.516,0.58791784628811,0.0402483522470526,1,-0.172399851902962,0.0400065821102836,0.982,0.559049886847283,0.0428525382293817,1,0.0701000195557389,0.0357137420349534,0.505,-0.171454580158528,0.0399612224955942,0.982,0.0353625254419741,0.0380173920572809,0.037767763997658,0.0479118832136866,0.0425468495096833,0.0501858800904845,0.0376518534392379,0.041925377159458,0.182445812087243,0.153247197928503,0.28791784628811,0.259049886847283,"sim","classical","t",3,1000,1000,314
0.35,0.3,"D2_varyA1Rho",0.6,0.6,0.6,0.3,0.65,0.35,0,0,0,1,0.39,0.21,0.6,0.65,0.18,0.35,0.482332900745817,0.0322683967466545,1,0.398111342292654,0.0405185267099941,1,0.140029627533209,0.0408135021256363,0.907,0.586148724174125,0.0401370591124392,1,-0.170652081446586,0.0400297414604511,0.976,0.50283839019072,0.0471601233379709,1,0.136436730686944,0.0405014509044266,0.888,-0.16855116837468,0.0398493092453317,0.98,0.0345763291429632,0.0431493656616023,0.0476985643517585,0.0489218373784226,0.042345751154809,0.0555163785748216,0.0486845155529248,0.0409401548033793,0.182332900745817,0.0981113422926543,0.286148724174125,0.20283839019072,"sim","classical","t",3,1000,1000,314
0.4,0.3,"D2_varyA1Rho",0.2,0.2,0.2,0.3,0.6,0.4,0,0,0,1,0.12,0.08,0.2,0.6,0.06,0.4,0.36097101548622,0.0334081524717243,1,0.323404901435544,0.0336917156597098,1,0.178689031137659,0.0333222957989291,0.997,0.36407679897238,0.034149488426739,1,-0.01431986233209,0.0334845032105761,0.074,0.335599673830684,0.033897486445561,1,0.215346180911635,0.0359058915024521,0.999,-0.09497665486569,0.0355564676609013,0.756,0.0347306614104396,0.0334654700402541,0.0370224487811668,0.035495702465778,0.0342796045468453,0.0339384635172527,0.0425807498333411,0.0375246983899365,0.0609710154862204,0.0234049014355437,0.0640767989723804,0.0355996738306839,"sim","classical","t",3,1000,1000,314
0.4,0.3,"D2_varyA1Rho",0.2,0.4,0.4,0.3,0.3,0.2,0,0,0,1,0.12,0.08,0.2,0.6,0.12,0.4,0.425472064776918,0.0330068690477644,1,0.410790110361819,0.0337084344793086,1,0.0706837197511232,0.0338073727152455,0.556,0.45176698665586,0.0361530599659122,1,-0.0618454279027377,0.0355422399572753,0.437,0.439744503833912,0.0364407273458291,1,0.0801102395992413,0.0340658350232946,0.652,-0.0731906717518812,0.0357874183219127,0.55,0.0372378700894899,0.0376550908778137,0.0359940704812082,0.0430071288104268,0.0378162933313121,0.0426469782413203,0.0371244061071538,0.0381660081781906,0.125472064776918,0.110790110361819,0.15176698665586,0.139744503833912,"sim","classical","t",3,1000,1000,314
0.4,0.3,"D2_varyA1Rho",0.2,0.6,0.6,0.3,0.2,0.133333333333333,0,0,0,1,0.12,0.08,0.2,0.6,0.18,0.4,0.48294211601166,0.0322248514650362,1,0.478046344667644,0.032938741750803,1,0.0244338726013887,0.0335443692078975,0.1,0.586964432498363,0.0400328321662495,1,-0.17109520143234,0.0398422824028877,0.983,0.58196145671652,0.0405418990999466,1,0.0267013589315103,0.0332554404021528,0.119,-0.171664682408535,0.0398567675783778,0.985,0.0347836270127741,0.0358538112381069,0.0348174194029464,0.0466179997522335,0.0401123593174329,0.0473799623318905,0.0347198485957663,0.0399546295690002,0.18294211601166,0.178046344667644,0.286964432498363,0.28196145671652,"sim","classical","t",3,1000,1000,314
0.4,0.3,"D2_varyA1Rho",0.4,0.4,0.4,0.3,0.6,0.4,0,0,0,1,0.24,0.16,0.4,0.6,0.12,0.4,0.42591365849734,0.0331114007251072,1,0.359470656111387,0.0360350980654603,1,0.161335789910361,0.0357838862851194,0.987,0.45143281992393,0.0362707548213674,1,-0.0603225490424853,0.0357078958163091,0.412,0.393592951755373,0.0375122362632285,1,0.194398554015411,0.037163094071684,0.994,-0.114865972847451,0.0367520395293323,0.875,0.0393059378754067,0.0402993984111092,0.0407625326907881,0.0456036085956636,0.0375075720292477,0.044068809101557,0.0439142341476397,0.0375016590999726,0.12591365849734,0.0594706561113874,0.15143281992393,0.0935929517553725,"sim","classical","t",3,1000,1000,314
0.4,0.3,"D2_varyA1Rho",0.4,0.6,0.6,0.3,0.4,0.266666666666667,0,0,0,1,0.24,0.16,0.4,0.6,0.18,0.4,0.481855092372037,0.032203770473887,1,0.45832272513719,0.0352799918594857,1,0.0587399711279551,0.0357664549707882,0.394,0.585404092888882,0.0400603203005344,1,-0.170058001170552,0.0399023866474662,0.98,0.561438768817111,0.0422630300914609,1,0.0637071469919549,0.0354769134461133,0.449,-0.172688660296132,0.0398876439865746,0.985,0.0362420294766114,0.039159410603432,0.0377845589772596,0.0507225243140031,0.0434689232917558,0.0522829807436684,0.0385610834742698,0.0427505812062012,0.181855092372037,0.158322725137191,0.285404092888882,0.261438768817111,"sim","classical","t",3,1000,1000,314
0.4,0.3,"D2_varyA1Rho",0.6,0.6,0.6,0.3,0.6,0.4,0,0,0,1,0.36,0.24,0.6,0.6,0.18,0.4,0.479996121835258,0.0323293226800995,0.999,0.409945796631266,0.0406201490160323,0.999,0.11660271045668,0.0408518888524561,0.812,0.586064687457748,0.0402087217584935,0.999,-0.174364176844027,0.0401212625595223,0.979,0.5143695959572,0.0462787840232885,0.999,0.127050463099292,0.040542308773587,0.867,-0.182115332311889,0.0400336840492426,0.984,0.0348936863699093,0.0425263765283939,0.0438783630288436,0.0488704715907503,0.0436362380732702,0.0536020054886234,0.0456369681352064,0.0418711710439925,0.179996121835258,0.109945796631266,0.286064687457748,0.2143695959572,"sim","classical","t",3,1000,1000,314
0.45,0.3,"D2_varyA1Rho",0.2,0.2,0.2,0.3,0.55,0.45,0,0,0,1,0.11,0.09,0.2,0.55,0.06,0.45,0.36329163670868,0.0329947548760022,1,0.329326149106999,0.0333526018670333,0.999,0.161514962052879,0.0329765557272251,0.992,0.365863611282832,0.03373698415211,0.999,-0.0122196570502586,0.0330901448047644,0.073,0.341080867397197,0.0335205019965154,0.999,0.204936423722971,0.0364228483572348,0.996,-0.099261981545084,0.0360928422334859,0.788,0.0363507931180181,0.0358239089496764,0.037598156467469,0.037459498414008,0.0348431860212822,0.0363572708822158,0.0433499386798567,0.037904116818185,0.0632916367086797,0.029326149106999,0.0658636112828316,0.0410808673971965,"sim","classical","t",3,1000,1000,314
0.45,0.3,"D2_varyA1Rho",0.2,0.4,0.4,0.3,0.275,0.225,0,0,0,1,0.11,0.09,0.2,0.55,0.12,0.45,0.424660288727987,0.032678555714132,1,0.411372862085184,0.033387773935473,1,0.0648458038007231,0.033751551507041,0.492,0.448901280562424,0.0357581862167692,1,-0.0574551749315266,0.0352125966903645,0.389,0.438561995651373,0.0360048947670054,1,0.0759053376405047,0.0341664280856404,0.599,-0.0704000128677334,0.0356225416810048,0.499,0.0373640185693448,0.0374133369952635,0.0352972588875252,0.0423146573679987,0.0374895627028085,0.041843080353979,0.0366256676435118,0.0379204379441508,0.124660288727987,0.111372862085184,0.148901280562424,0.138561995651373,"sim","classical","t",3,1000,1000,314
0.45,0.3,"D2_varyA1Rho",0.2,0.6,0.6,0.3,0.183333333333333,0.15,0,0,0,1,0.11,0.09,0.2,0.55,0.18,0.45,0.482764917259882,0.0319617469104456,1,0.478875798090667,0.0326754573878519,1,0.0197849668798903,0.0335278745519295,0.0840000000000003,0.58614920062629,0.0397242060607032,1,-0.170308425845206,0.0396260389042118,0.981,0.581858361308512,0.0401536316539351,1,0.0251535468341652,0.0332565988539114,0.114,-0.171434289453638,0.0396647190566205,0.983,0.0336294102440457,0.0343617271788717,0.0338125944228889,0.0484136878890705,0.0420104786980106,0.0486355954438123,0.0335589913394417,0.0419710782745952,0.182764917259882,0.178875798090667,0.28614920062629,0.281858361308512,"sim","classical","t",3,1000,1000,314
0.45,0.3,"D2_varyA1Rho",0.4,0.4,0.4,0.3,0.55,0.45,0,0,0,1,0.22,0.18,0.4,0.55,0.12,0.45,0.422564792566954,0.0328190958958668,0.999,0.364556770400332,0.0357500804186429,0.999,0.141621922789307,0.0355262747497961,0.965,0.447648264615699,0.0359228457920589,0.999,-0.0595533667438555,0.0354055573984236,0.395,0.397665028456649,0.0369826415845807,0.999,0.184926440785511,0.0376947402182581,0.991,-0.122784828163694,0.0373039311512104,0.896,0.0379046888764634,0.0390542860566586,0.0398987481806645,0.0436844979716792,0.0365904298635928,0.0422711687596168,0.0450634606421314,0.0379504796978084,0.122564792566954,0.0645567704003318,0.147648264615699,0.0976650284566494,"sim","classical","t",3,1000,1000,314
0.45,0.3,"D2_varyA1Rho",0.4,0.6,0.6,0.3,0.366666666666667,0.3,0,0,0,1,0.22,0.18,0.4,0.55,0.18,0.45,0.482986464684691,0.032347066999624,1,0.464493531875576,0.035478263397829,1,0.0462790769846584,0.036028903212529,0.262,0.587786063030593,0.040217466183673,1,-0.171798326396847,0.0399923609711327,0.975,0.5673946938284,0.0421061514942311,1,0.058928887474652,0.0358182836866919,0.38,-0.177200630958678,0.0400916261987038,0.982,0.0351470581790383,0.0380887463323172,0.039385132780411,0.0474563690392555,0.0447039793886335,0.0489972860674568,0.0400898254618036,0.0440907760381451,0.182986464684691,0.164493531875576,0.287786063030593,0.2673946938284,"sim","classical","t",3,1000,1000,314
0.45,0.3,"D2_varyA1Rho",0.6,0.6,0.6,0.3,0.55,0.45,0,0,0,1,0.33,0.27,0.6,0.55,0.18,0.45,0.478658798544181,0.0323261956587865,1,0.42297405527869,0.0407837153730766,1,0.092484454460819,0.0410146387094293,0.594,0.58385660274734,0.0401989911965942,1,-0.172503358516263,0.0399986568155191,0.986,0.52199105421163,0.0455215940339925,1,0.118898241362882,0.0409959673963384,0.788,-0.188885119794042,0.0402489536903823,0.995,0.0350087314667456,0.0433760059690733,0.0436917079572389,0.0483028198096152,0.0426748403819139,0.0531258713044791,0.0452870993339438,0.040816140501022,0.178658798544181,0.12297405527869,0.283856602747341,0.22199105421163,"sim","classical","t",3,1000,1000,314
0.5,0.3,"D2_varyA1Rho",0.2,0.2,0.2,0.3,0.5,0.5,0,0,0,1,0.1,0.1,0.2,0.5,0.06,0.5,0.363222468096876,0.0330682335048627,1,0.332430744703603,0.0335096220943794,1,0.146418694559883,0.0331662571514871,0.983,0.366869599068086,0.033817376732637,1,-0.0163738397421734,0.0330554820427418,0.085,0.344616659009565,0.0336123540342544,1,0.20291629040352,0.0378164302358503,0.996,-0.113523696777612,0.0373011770549286,0.845,0.0343059503776187,0.0338154098177451,0.0369705705856013,0.0354912380125812,0.0343284923564,0.034394384918474,0.0463651921686098,0.040842143566435,0.0632224680968764,0.0324307447036025,0.0668695990680863,0.0446166590095649,"sim","classical","t",3,1000,1000,314
0.5,0.3,"D2_varyA1Rho",0.2,0.4,0.4,0.3,0.25,0.25,0,0,0,1,0.1,0.1,0.2,0.5,0.12,0.5,0.423320049527278,0.0330343624524428,1,0.412196677440637,0.0337581264417518,1,0.0543361540388178,0.0338587885227317,0.353,0.447459154776574,0.0361808384839808,1,-0.057438297704241,0.0356421428436994,0.391,0.439134474250137,0.0363880789546189,1,0.0674722398065435,0.0344605119592217,0.509,-0.070984571150432,0.0362659465945396,0.521,0.0354894502134738,0.0360294347463848,0.0360846253463228,0.0411106374333222,0.037306081805595,0.04089168576555,0.0375533255241473,0.0381597374338776,0.123320049527278,0.112196677440637,0.147459154776574,0.139134474250137,"sim","classical","t",3,1000,1000,314
0.5,0.3,"D2_varyA1Rho",0.2,0.6,0.6,0.3,0.166666666666667,0.166666666666667,0,0,0,1,0.1,0.1,0.2,0.5,0.18,0.5,0.480456758393732,0.0321249406848616,1,0.477820977389427,0.0328506279886811,1,0.0133236568450717,0.0334701933472115,0.0740000000000001,0.585814399567513,0.0399309788915649,1,-0.172880004369922,0.0396929245903945,0.987,0.582379563051674,0.0402883681402031,1,0.0222789386240395,0.0332316555666015,0.101,-0.174579612528824,0.0397791685498398,0.989,0.0338757665905163,0.0349155753532547,0.0345535405894922,0.0470212117028202,0.0402592260226895,0.0473801886007699,0.0345760995179392,0.0401188531820406,0.180456758393732,0.177820977389427,0.285814399567513,0.282379563051674,"sim","classical","t",3,1000,1000,314
0.5,0.3,"D2_varyA1Rho",0.4,0.4,0.4,0.3,0.5,0.5,0,0,0,1,0.2,0.2,0.4,0.5,0.12,0.5,0.424425299156006,0.0328473964368932,1,0.373955097135322,0.0358781732304673,1,0.122728653367626,0.0356234742766707,0.91,0.449964442954473,0.0359245495303792,1,-0.061001478937749,0.0353900444289164,0.411,0.405860032721135,0.0368914580456372,1,0.177040986678431,0.0387610609189453,0.984,-0.131633300392147,0.0383107648874186,0.917,0.0367623196753685,0.0377027383556665,0.0390523234797032,0.042457081999166,0.0364935737272753,0.0404534849647981,0.0463442499220651,0.0402889763950789,0.124425299156006,0.0739550971353219,0.149964442954473,0.105860032721135,"sim","classical","t",3,1000,1000,314
0.5,0.3,"D2_varyA1Rho",0.4,0.6,0.6,0.3,0.333333333333333,0.333333333333333,0,0,0,1,0.2,0.2,0.4,0.5,0.18,0.5,0.481115526860301,0.0321875046830164,1,0.468062459679823,0.0353083619465776,1,0.0326734581389534,0.0356282676802589,0.158,0.584535542775974,0.0400425532726122,1,-0.16958616643994,0.0398505691948351,0.981,0.567928741898108,0.0416168036393888,1,0.0527282983470755,0.035594358530326,0.314,-0.177205968365236,0.0401559719187829,0.987,0.0353644162634465,0.038790150309285,0.0373788257522814,0.0488000975456044,0.0432384839112787,0.0503078001419207,0.0382681885260629,0.043156406422849,0.181115526860301,0.168062459679823,0.284535542775974,0.267928741898108,"sim","classical","t",3,1000,1000,314
0.5,0.3,"D2_varyA1Rho",0.6,0.6,0.6,0.3,0.5,0.5,0,0,0,1,0.3,0.3,0.6,0.5,0.18,0.5,0.480534214802085,0.0320254698449576,1,0.440745098572731,0.0403462530267134,1,0.0665889421421403,0.0405131262320712,0.355,0.584829507186603,0.0398295655473479,1,-0.17127771320481,0.0397915621078041,0.976,0.533388320544595,0.0443001245803187,1,0.109298402688182,0.0410697671527,0.754,-0.195066639847614,0.0406564774681187,0.993,0.0336753272814828,0.0434073770886358,0.042744135971572,0.0489422428004791,0.0459245957438526,0.0532276361559585,0.0456875601152529,0.0446395786278732,0.180534214802085,0.140745098572731,0.284829507186603,0.233388320544595,"sim","classical","t",3,1000,1000,314
0.55,0.3,"D2_varyA1Rho",0.2,0.2,0.2,0.3,0.45,0.55,0,0,0,1,0.09,0.11,0.2,0.45,0.06,0.55,0.363668959903088,0.0334214671663847,1,0.336094789973532,0.033951610276209,1,0.130636103943082,0.0336187266042004,0.964,0.366523092143314,0.0341897353633007,1,-0.0129812511701176,0.0334718149452119,0.067,0.347194224779708,0.0340332147700763,1,0.194966261140771,0.0398051705450676,0.986,-0.116420082374376,0.0392907996551025,0.833,0.03501979970058,0.034452856403163,0.0373869660261955,0.0364026421408923,0.0347358848451183,0.0351738965756319,0.0484896095443592,0.0431872044273848,0.0636689599030875,0.0360947899735324,0.0665230921433136,0.0471942247797082,"sim","classical","t",3,1000,1000,314
0.55,0.3,"D2_varyA1Rho",0.2,0.4,0.4,0.3,0.225,0.275,0,0,0,1,0.09,0.11,0.2,0.45,0.12,0.55,0.423468859119181,0.0327328264758325,1,0.414010905178432,0.0334689773414579,1,0.0457146885330575,0.0337400896382933,0.27,0.448758004982394,0.0358391758971591,1,-0.0598822775408693,0.0353164268296291,0.416,0.441838158238347,0.0360147622782342,1,0.0613138191405372,0.0345486743228618,0.417,-0.0739970607470799,0.0361731037877401,0.54,0.0365814398840726,0.0371550331079942,0.0340918246499768,0.0422842198391818,0.0369613209154706,0.0420717324306379,0.0356022471832252,0.0376770791019259,0.123468859119181,0.114010905178432,0.148758004982394,0.141838158238347,"sim","classical","t",3,1000,1000,314
0.55,0.3,"D2_varyA1Rho",0.2,0.6,0.6,0.3,0.15,0.183333333333333,0,0,0,1,0.09,0.11,0.2,0.45,0.18,0.55,0.481397369078967,0.0322813140753256,0.999,0.479345296478986,0.0330016942522858,0.999,0.0104544356959645,0.0335370364577931,0.061,0.586184795099826,0.0401720299735589,0.999,-0.171771899264566,0.0399608161566776,0.985,0.583088205788935,0.0404709635029602,0.999,0.0220736444965159,0.0333510605488417,0.106,-0.17392867251445,0.0401047050976676,0.989,0.0341499247750827,0.0347370420217377,0.03427086031702,0.047095087660976,0.0412678937845722,0.0473313993264414,0.03420057038405,0.0411477953527092,0.181397369078967,0.179345296478986,0.286184795099826,0.283088205788935,"sim","classical","t",3,1000,1000,314
0.55,0.3,"D2_varyA1Rho",0.4,0.4,0.4,0.3,0.45,0.55,0,0,0,1,0.18,0.22,0.4,0.45,0.12,0.55,0.423036451036664,0.0329461880678814,1,0.380204628330147,0.0360053253723881,1,0.105528226374418,0.0360193410751444,0.843,0.448656276577273,0.0360188017216816,1,-0.0613779448352329,0.0356716400115129,0.408,0.410539516738555,0.0368249598045593,1,0.17367983932422,0.0406215150807765,0.978,-0.141797460936279,0.0400806236366136,0.936,0.0363787599593237,0.0383404740837852,0.0371647156233167,0.0417014252261983,0.0357496643694866,0.040464322586022,0.0462883133030263,0.0409634421946522,0.123036451036664,0.0802046283301473,0.148656276577273,0.110539516738555,"sim","classical","t",3,1000,1000,314
0.55,0.3,"D2_varyA1Rho",0.4,0.6,0.6,0.3,0.3,0.366666666666667,0,0,0,1,0.18,0.22,0.4,0.45,0.18,0.55,0.481971266331125,0.0322777000144162,1,0.47265507936354,0.0354109499005913,1,0.0233522359093111,0.0359639120430135,0.0989999999999999,0.586749242993653,0.0401053550724227,1,-0.172305980900456,0.0399490799519678,0.985,0.572114091414175,0.0414129731613496,1,0.0515464536759003,0.0361837102940223,0.295,-0.182381346973768,0.0405525072526587,0.989,0.0351738825014506,0.0384817210820417,0.0362424050272546,0.0489889779934907,0.0427691954998575,0.0501311747300819,0.0371271502030829,0.0424295796777381,0.181971266331125,0.17265507936354,0.286749242993653,0.272114091414175,"sim","classical","t",3,1000,1000,314
0.55,0.3,"D2_varyA1Rho",0.6,0.6,0.6,0.3,0.45,0.55,0,0,0,1,0.27,0.33,0.6,0.45,0.18,0.55,0.480288310061454,0.0323301257388556,1,0.45691884926064,0.040897745806588,1,0.0395660213457651,0.0412984875117555,0.181,0.585102034822978,0.0402151116860302,1,-0.17214222308414,0.0400894565859603,0.982,0.542147678622963,0.0441493251328772,1,0.101714467488622,0.0428476395063218,0.658,-0.202231626694464,0.0419389565633249,0.995,0.0352642855465331,0.0450301984757454,0.0438983218995634,0.0496953661409659,0.0424426600184956,0.053313556418106,0.0481497285268917,0.0425554529478092,0.180288310061454,0.15691884926064,0.285102034822978,0.242147678622963,"sim","classical","t",3,1000,1000,314
