"a1","a2","c1","c2","b1","b2","a0","b0","c0","sigma_eY","rho_U","rho_V","rho_total","rho_rel_U","bias","rho_target","bias_target","design","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_Atilde_fit2","se_Atilde_fit2","power_Atilde_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_Atilde_fit4","se_Atilde_fit4","power_Atilde_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_Atilde_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_Atilde_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.5,0.5,0.2,0.2,0.1,0.3,0,0,0,1,0.1,0.1,0.2,0.5,0.05,0.2,0.05,"D1_FixRhoFixBias",0.350654207961208,0.031756570639681,1,0.348301678142716,0.0324272779833249,1,0.0116970357042268,0.0324466912519592,0.073,0.367747422572599,0.0366340940845696,1,-0.034190140522764,0.0366064728933538,0.157,0.36565628663054,0.0369112082577981,1,0.0154357003947052,0.032667435610148,0.084,-0.0362062567516382,0.0368682166532033,0.164,0.0321708487009223,0.0328070760069006,0.0335811177820015,0.0370853543563135,0.0369088619250486,0.0372910188012537,0.0339184325807184,0.0373074685895953,0.0506542079612078,0.048301678142716,0.067747422572599,0.0656562866305404,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.2,0.2,0.3,0,0,0,1,0.1,0.1,0.2,0.5,0.1,0.2,0.1,"D1_FixRhoFixBias",0.400527315616802,0.0320852182793113,1,0.396174667945699,0.0327466601442776,1,0.0218592381334728,0.0327122853953397,0.102,0.433866641702576,0.0370411694364979,1,-0.0664464280081161,0.0370313988702912,0.434,0.429989009497424,0.0372987403911351,1,0.0292168309072779,0.0328979076359201,0.138,-0.0702901776607266,0.0372935237617235,0.481,0.0320901470523027,0.0327805064582308,0.0325443747882781,0.0369480560117256,0.036992830592463,0.037121634791084,0.0327951933124809,0.037471125144817,0.100527315616803,0.0961746679456993,0.133866641702576,0.129989009497424,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.2,0.3,0.3,0,0,0,1,0.1,0.1,0.2,0.5,0.15,0.2,0.15,"D1_FixRhoFixBias",0.451056376351929,0.03269099468035,1,0.444499761676993,0.033368665982333,1,0.0328328635432344,0.0334174034248414,0.153,0.501557851746238,0.037640746441423,1,-0.100928371519099,0.0376104190309555,0.775,0.495709792384187,0.0378902494917992,1,0.0440479178449038,0.0335381238924465,0.261,-0.106828424648264,0.0378628136425759,0.821,0.0322701500895281,0.0330723384719482,0.0332835248009084,0.0371691091066854,0.0360886195760834,0.037448237380181,0.0335295026201166,0.0365281214809649,0.151056376351929,0.144499761676993,0.201557851746238,0.195709792384187,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.2,0.4,0.3,0,0,0,1,0.1,0.1,0.2,0.5,0.2,0.2,0.2,"D1_FixRhoFixBias",0.500604409504685,0.0334813531941081,1,0.491982526576243,0.0341679495498042,1,0.0430417654784902,0.0341650378339157,0.227,0.568140064471476,0.0384915905723847,1,-0.134597560797761,0.0384682005159922,0.946,0.560410687170229,0.0387295610319935,1,0.0577581753918999,0.0341914727024916,0.399,-0.142250727462211,0.0387012980466339,0.966,0.0346053910862916,0.034993926447481,0.0341536901123056,0.0394292222000873,0.0368089501927486,0.0393902728047799,0.0341241892064379,0.0369747645603251,0.200604409504685,0.191982526576243,0.268140064471476,0.260410687170229,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.2,0.5,0.3,0,0,0,1,0.1,0.1,0.2,0.5,0.25,0.2,0.25,"D1_FixRhoFixBias",0.5476153185475,0.0345174514831976,1,0.537386768576579,0.0352089869904181,1,0.0511350212566259,0.0352122607579409,0.307,0.632058784573717,0.039563716871111,1,-0.168329940933627,0.0395553675644869,0.989,0.622791134359728,0.0397812060570935,1,0.0695322253039933,0.0351261837824535,0.518,-0.177593120605287,0.0397733091899939,0.994,0.0350503074165286,0.0357404626529556,0.0357820911042287,0.0401137655378382,0.0400124238753822,0.040382025007823,0.0358083924885609,0.0401701983525367,0.2476153185475,0.237386768576579,0.332058784573717,0.322791134359728,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.6,0.1,0.3,0,0,0,1,0.1,0.3,0.4,0.25,0.05,0.4,0.05,"D1_FixRhoFixBias",0.351097038413884,0.0317385757390928,1,0.351253323581824,0.0346722760496223,1,-0.000297888839335995,0.0347021108218074,0.061,0.367139875697668,0.0366477574159694,1,-0.0320333320830992,0.0366729919922669,0.142,0.364440785918739,0.0370602036878871,1,0.020057431964201,0.0401882782140021,0.0820000000000001,-0.0427147977291234,0.0424863194878939,0.18,0.0328119298315511,0.0356980114647196,0.0359776559122097,0.0388434522288919,0.0373691966328565,0.0390904043671632,0.041331201315325,0.0428810805676119,0.0510970384138837,0.0512533235818239,0.0671398756976682,0.0644407859187395,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.6,0.2,0.3,0,0,0,1,0.1,0.3,0.4,0.25,0.1,0.4,0.1,"D1_FixRhoFixBias",0.401068863491414,0.0321418469696491,1,0.401134844552576,0.0350794919657505,1,-0.000191783775069861,0.035051408450505,0.0600000000000002,0.434164415127517,0.0370627784569972,1,-0.0662511717196743,0.0370155136814659,0.435,0.428543784775597,0.0374524620757898,1,0.0419709632989854,0.0405098444870374,0.188,-0.0885571105618502,0.042848024644966,0.548,0.0307294889315449,0.0336519773140466,0.035971041016986,0.0347694143585721,0.0385558881560572,0.0353404464079696,0.0418773636743101,0.0450362740424256,0.101068863491414,0.101134844552576,0.134164415127517,0.128543784775597,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.6,0.3,0.3,0,0,0,1,0.1,0.3,0.4,0.25,0.15,0.4,0.15,"D1_FixRhoFixBias",0.450189810651201,0.0326378012838393,1,0.450246224858751,0.0356109135188125,1,-0.000211251571575007,0.0356072215001258,0.048,0.50006407059152,0.0375773620220773,1,-0.0998287639035724,0.0376332843167703,0.739,0.491693703932314,0.0379412096040963,1,0.0631763396369018,0.0410307173800274,0.343,-0.133550408050172,0.0435179412895557,0.847,0.0333889441518717,0.0370249610859959,0.0359686141061992,0.0381746506273669,0.037452449464277,0.038714045136945,0.0424647683408136,0.0443114030473291,0.150189810651201,0.150246224858751,0.20006407059152,0.191693703932314,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.6,0.4,0.3,0,0,0,1,0.1,0.3,0.4,0.25,0.2,0.4,0.2,"D1_FixRhoFixBias",0.501068336294735,0.0334677988586235,1,0.50084762506986,0.0365447348586198,1,0.000440614136069165,0.0365760865265487,0.04,0.567416417551438,0.0384290953184145,1,-0.132931851188629,0.0384580563039212,0.934,0.555907053518568,0.0387811974417952,1,0.0855665725908538,0.0420349630146235,0.523,-0.178568310345853,0.044462260781673,0.977,0.0340453147443792,0.0375800921563633,0.0356202630552621,0.0391977106953718,0.0378381025399526,0.0397854224562205,0.0411947774989152,0.0442034766858553,0.201068336294735,0.20084762506986,0.267416417551438,0.255907053518568,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.2,0.6,0.5,0.3,0,0,0,1,0.1,0.3,0.4,0.25,0.25,0.4,0.25,"D1_FixRhoFixBias",0.549667711801497,0.0344594701510613,1,0.549230617496128,0.0376029055921602,1,0.00111617639375412,0.037629738892426,0.044,0.632543743474894,0.0394639090208741,1,-0.165715642679289,0.0394614640931558,0.994,0.618369175729355,0.0397730131158412,1,0.10735525658089,0.0430745703242415,0.71,-0.223037545465726,0.0455692493775456,1,0.0356375472210302,0.038693739043288,0.036586259423232,0.04128375123561,0.0385598095761309,0.0414103561267597,0.0423656618294876,0.0451125104498323,0.249667711801497,0.249230617496128,0.332543743474894,0.318369175729355,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.15,0.1,0.3,0,0,0,1,0.125,0.075,0.2,0.625,0.05,0.2,0.05,"D1_FixRhoFixBias",0.349649003381029,0.0317476040999465,1,0.346668267225287,0.0324247771577335,1,0.0148725035262671,0.0324283468358872,0.067,0.365469016661569,0.0366484246045533,1,-0.0316474723596949,0.0366461568220809,0.137,0.362680832173049,0.0370652265512114,1,0.0165982397966914,0.0324888268901917,0.0740000000000001,-0.0327255480897366,0.0367253558737898,0.141,0.0326558671340086,0.0335022382989836,0.0315652177666204,0.0364451625079692,0.036597183860025,0.037017061939727,0.0315840024410143,0.0366746554180548,0.0496490033810288,0.046668267225287,0.0654690166615686,0.0626808321730488,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.15,0.2,0.3,0,0,0,1,0.125,0.075,0.2,0.625,0.1,0.2,0.1,"D1_FixRhoFixBias",0.400432395756593,0.032123173874517,1,0.394093688159849,0.0327913344448202,1,0.0311943867622549,0.0327767157552346,0.15,0.434415711676345,0.0370628281807289,1,-0.0678252933826651,0.0370477626516898,0.441,0.428524037175174,0.0374595195236714,1,0.034996268457649,0.0327953670314681,0.176,-0.0702472838293882,0.0371143092050996,0.475,0.0315338124127442,0.0321895695588464,0.0326095861347529,0.0367356610209995,0.0370337155873484,0.0371084511985992,0.0326628513839308,0.0371578553951162,0.100432395756593,0.0940936881598486,0.134415711676345,0.128524037175174,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.15,0.3,0.3,0,0,0,1,0.125,0.075,0.2,0.625,0.15,0.2,0.15,"D1_FixRhoFixBias",0.450829150634936,0.0327562309086277,1,0.441603348700994,0.0334244111852076,1,0.0458465686195606,0.0333921055012386,0.28,0.501477750264646,0.0376949550811535,1,-0.101318851390543,0.0376689075993474,0.758,0.49288740948746,0.0380743058613955,1,0.051574680660556,0.0333426307408335,0.337,-0.104886697578247,0.0377130820203036,0.787,0.0320959482577373,0.0323933025319711,0.0340514485211719,0.0366585181322793,0.0379061626840192,0.036788070717103,0.0339663006406047,0.0379933139554824,0.150829150634936,0.141603348700994,0.201477750264646,0.19288740948746,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.15,0.4,0.3,0,0,0,1,0.125,0.075,0.2,0.625,0.2,0.2,0.2,"D1_FixRhoFixBias",0.498327599949566,0.0335004134446294,1,0.485982677226417,0.0341544183010975,1,0.0614050361400851,0.0341716836973479,0.464,0.565075941212776,0.038482024164978,1,-0.133329049265495,0.0384686481840468,0.914,0.553577674269788,0.0388422740112712,1,0.068500263267023,0.0340265369110016,0.536,-0.137859798463523,0.0384755074995437,0.934,0.0336006016167059,0.0345088666186869,0.0342105767783482,0.0395143510282476,0.0406805059769935,0.0401397927618196,0.0341141167524427,0.0406712951525507,0.198327599949567,0.185982677226417,0.265075941212777,0.253577674269788,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.15,0.5,0.3,0,0,0,1,0.125,0.075,0.2,0.625,0.25,0.2,0.25,"D1_FixRhoFixBias",0.548950687947716,0.0345586377785989,1,0.533213911408194,0.0351942044482865,1,0.078817947066206,0.0351262264433766,0.606,0.631586762497523,0.0395303036761524,1,-0.165879782120845,0.0395048799017628,0.986,0.617040594201921,0.0398466578099835,1,0.0879293327143103,0.0348783216888879,0.726,-0.17188262699143,0.0394733196868347,0.99,0.0355053433208679,0.0358479396909846,0.0341169093360577,0.0400304178524214,0.040051259298447,0.0401472427949532,0.0337805387923903,0.0397694338613986,0.248950687947716,0.233213911408194,0.331586762497523,0.317040594201921,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.55,0.1,0.3,0,0,0,1,0.125,0.275,0.4,0.3125,0.05,0.4,0.05,"D1_FixRhoFixBias",0.34974411619543,0.0318105492989183,1,0.346771819809858,0.0347099345543306,1,0.00746098710630163,0.0346725801971973,0.067,0.366961194208038,0.0367192914978026,1,-0.0343916205523439,0.0366999290031178,0.152,0.362506817446703,0.0372832850120801,1,0.0271003672520869,0.038643525369527,0.097,-0.0471391993926563,0.0409194666110476,0.202,0.0312177847572324,0.0349207302254112,0.0355645121931866,0.0361812913070281,0.0366020032291346,0.0371833752643385,0.0394232325217247,0.0405728686284118,0.0497441161954296,0.0467718198098585,0.0669611942080381,0.0625068174467032,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.55,0.2,0.3,0,0,0,1,0.125,0.275,0.4,0.3125,0.1,0.4,0.1,"D1_FixRhoFixBias",0.400690665381967,0.0321478537719556,1,0.395569812904208,0.0351245645337865,1,0.0128006501529398,0.0350909962734372,0.0619999999999999,0.434462930635577,0.0370779724143078,1,-0.0674876897437291,0.0370665997627119,0.44,0.425848712649933,0.0376472127935613,1,0.0507411370239354,0.0390218644140075,0.244,-0.0910855234446916,0.0412855471526907,0.595,0.0314242679153539,0.0340975975052675,0.0337075026393668,0.0368348642340554,0.0367436720035563,0.0371823832736752,0.0379051639795072,0.0414407763412625,0.100690665381967,0.095569812904208,0.134462930635577,0.125848712649933,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.55,0.3,0.3,0,0,0,1,0.125,0.275,0.4,0.3125,0.15,0.4,0.15,"D1_FixRhoFixBias",0.450945861313645,0.0326653661670114,1,0.443576807954565,0.0356466067393554,1,0.0184028084919585,0.0356979298528571,0.0779999999999999,0.501836528190249,0.0375960320837147,1,-0.101852895558707,0.0375912094023826,0.768,0.489307102434423,0.0381167471941956,1,0.0757049990007714,0.0395881258827106,0.492,-0.13717710199199,0.0418346426828283,0.907,0.0318294057496475,0.0349613417323968,0.0351639884008173,0.0366986989303372,0.0366799311438159,0.037185176354537,0.0393399914006452,0.0414468494158495,0.150945861313645,0.143576807954565,0.201836528190249,0.189307102434423,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.55,0.4,0.3,0,0,0,1,0.125,0.275,0.4,0.3125,0.2,0.4,0.2,"D1_FixRhoFixBias",0.500214042914589,0.0334714596633868,1,0.490938153403571,0.0365325625860499,1,0.0231880562679308,0.0365203906668874,0.107,0.566516313671734,0.0384340828914655,1,-0.132587439003122,0.0384211933616076,0.926,0.5502816838787,0.0389282469128109,1,0.0974159821666006,0.0403609191351609,0.66,-0.178070977640986,0.0427042851161166,0.988,0.0341622333717448,0.0372820326735947,0.0378775119720755,0.0387028629551225,0.0391044035116371,0.0393921817042486,0.0411281623331981,0.0425635605435767,0.200214042914589,0.190938153403571,0.266516313671734,0.2502816838787,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.55,0.5,0.3,0,0,0,1,0.125,0.275,0.4,0.3125,0.25,0.4,0.25,"D1_FixRhoFixBias",0.55041240761843,0.0345799452898978,1,0.538060950229874,0.0377160885280738,1,0.030814142239336,0.037693822481238,0.124,0.634253550594199,0.0395959940736243,1,-0.167403329802701,0.0395322858920474,0.987,0.61359231075114,0.0400236211058017,1,0.125269654024154,0.0415019712628378,0.862,-0.226033228273929,0.0439003543028478,0.999,0.0350736926906404,0.0374849562722748,0.0361127650402314,0.0385449903464449,0.0384646879517074,0.0389151402686293,0.0410360300321528,0.0440070699806513,0.25041240761843,0.238060950229874,0.334253550594199,0.31359231075114,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.95,0.1,0.3,0,0,0,1,0.125,0.475,0.6,0.208333333333333,0.05,0.6,0.05,"D1_FixRhoFixBias",0.350344636358174,0.0317597911726099,1,0.35575300268496,0.0397304288909783,1,-0.0089781103309109,0.0397088148739831,0.063,0.36744315046244,0.0366723995138456,1,-0.034208080724408,0.0366444052931004,0.154,0.331387440826211,0.0413377374992499,1,0.215214725033388,0.114539500478353,0.461,-0.220598338736055,0.105743238375054,0.544,0.030176057568511,0.0389635226889407,0.0402739899342945,0.035450862782778,0.0365815218671062,0.0409800132000463,0.117349490469937,0.106729094441105,0.0503446363581741,0.0557530026849598,0.06744315046244,0.0313874408262113,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.95,0.2,0.3,0,0,0,1,0.125,0.475,0.6,0.208333333333333,0.1,0.6,0.1,"D1_FixRhoFixBias",0.401122687291464,0.0321688416023672,1,0.410318852737922,0.0402303618709398,1,-0.0152613835082007,0.040218282299058,0.0699999999999999,0.434581982022878,0.0371038033636186,1,-0.0668755128214096,0.0370851108518681,0.455,0.361145972853014,0.0415694714157022,1,0.440552747464626,0.115327331666635,0.975,-0.448613168569656,0.106509172840169,0.988,0.0307716675561398,0.0395992039994341,0.0414279076836021,0.0362203886533711,0.0385232671980898,0.0405503017235792,0.115165255937873,0.107264317512281,0.101122687291464,0.110318852737922,0.134581982022878,0.0611459728530145,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.95,0.3,0.3,0,0,0,1,0.125,0.475,0.6,0.208333333333333,0.15,0.6,0.15,"D1_FixRhoFixBias",0.450715007964848,0.0327172295837488,1,0.464929257601483,0.040930451756649,1,-0.0236307711908843,0.0408970929872376,0.096,0.500794807284717,0.0376809148407897,1,-0.0999174023962096,0.0376440436670679,0.758,0.392281628450021,0.0418620904413028,1,0.650479879491801,0.116044349601292,1,-0.663550453289807,0.107171846382495,1,0.0322146168015245,0.0408511826165487,0.0408961476779758,0.0375536554636497,0.0377550965688792,0.0418938145026456,0.11483442157666,0.106064913284185,0.150715007964848,0.164929257601483,0.200794807284717,0.0922816284500207,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.95,0.4,0.3,0,0,0,1,0.125,0.475,0.6,0.208333333333333,0.2,0.6,0.2,"D1_FixRhoFixBias",0.500322639368135,0.0335002298283114,1,0.518862177863597,0.041870321068012,1,-0.0309901750859647,0.0418307313495813,0.11,0.566804905497585,0.0384618470129778,1,-0.133021460457189,0.038424420104423,0.927,0.421837567165872,0.0422343402891289,1,0.869269719210082,0.117022665768795,1,-0.886407410997906,0.108109594571808,1,0.0341570970117574,0.0429171560933469,0.042611070393688,0.0393979165614668,0.0392289006318029,0.0434565240715393,0.121610912905633,0.112550696616634,0.200322639368135,0.218862177863597,0.266804905497585,0.121837567165872,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.25,0.95,0.5,0.3,0,0,0,1,0.125,0.475,0.6,0.208333333333333,0.25,0.6,0.25,"D1_FixRhoFixBias",0.550014989559124,0.0344947576009815,1,0.571919870718848,0.0431685137046639,1,-0.0364173556069848,0.0431375493277373,0.146,0.632537922015059,0.0395435355361518,1,-0.164516123418899,0.0395274600470553,0.985,0.450034104569803,0.0428440356765855,1,1.09466602122479,0.118932940537446,1,-1.11363031304269,0.109881915229304,1,0.0346470000052813,0.0441377158671115,0.0440160400425376,0.0403495904683621,0.0401150011164249,0.0434236131360018,0.116246504253833,0.106495337474797,0.250014989559124,0.271919870718848,0.332537922015059,0.150034104569803,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.1,0.1,0.3,0,0,0,1,0.15,0.05,0.2,0.75,0.05,0.2,0.05,"D1_FixRhoFixBias",0.349864543828437,0.0317705714245945,1,0.345635533793312,0.0324355114079392,1,0.021070637080489,0.0324405638710446,0.102,0.36599519717078,0.0366920295705525,1,-0.0321281595385516,0.0366414343915686,0.138,0.36176722769479,0.0372733048086466,1,0.0210895975591179,0.0324454449019805,0.102,-0.0321406127416874,0.0366531221731172,0.139,0.0313883264217777,0.0322817487653537,0.0316008803646928,0.0366916208611647,0.0356625393984083,0.0375776162181294,0.0316102414072991,0.0356816589911293,0.0498645438284372,0.0456355337933118,0.0659951971707798,0.0617672276947897,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.1,0.2,0.3,0,0,0,1,0.15,0.05,0.2,0.75,0.1,0.2,0.1,"D1_FixRhoFixBias",0.401027259678378,0.0320869263676258,1,0.392938855754065,0.0327491383747918,1,0.0404790212017941,0.032800548845259,0.235,0.434290562774274,0.0370350245368333,1,-0.0664056422070351,0.037061955484009,0.431,0.426202631971975,0.0376090376038438,1,0.0404605266887119,0.0327679002071725,0.229,-0.0663909878564343,0.0370546848475322,0.434,0.0318683314458961,0.03214903820707,0.0318016412854294,0.0352385471787655,0.0344207079607089,0.0355016400298781,0.0317570082343018,0.0344028743357735,0.101027259678378,0.0929388557540652,0.134290562774274,0.126202631971975,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.1,0.3,0.3,0,0,0,1,0.15,0.05,0.2,0.75,0.15,0.2,0.15,"D1_FixRhoFixBias",0.450699479520431,0.0326869097888392,1,0.438414572490911,0.0333172385006323,1,0.0615391592274142,0.0333472854947478,0.45,0.501316258193589,0.0376354699114675,1,-0.101021298074246,0.0376247280323978,0.777,0.489031186130564,0.0381694202866884,1,0.0615465978285115,0.033244682541144,0.453,-0.101024118709351,0.0375785605923484,0.776,0.0331434131943954,0.0339254586702679,0.0340427600758882,0.0388374450380054,0.036851035938334,0.0395790136652012,0.0338954335052923,0.0368017130371859,0.150699479520431,0.138414572490911,0.201316258193589,0.189031186130564,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.1,0.4,0.3,0,0,0,1,0.15,0.05,0.2,0.75,0.2,0.2,0.2,"D1_FixRhoFixBias",0.500422252172604,0.0334406203941975,1,0.484065038351762,0.0340337658616587,1,0.0826682972328424,0.034070678083925,0.689,0.567177227903068,0.0384269157489661,1,-0.133354521627117,0.038461029824411,0.925,0.55077789184725,0.0389158379029922,1,0.0826596472897951,0.0338802810625968,0.696,-0.133283978227313,0.0383644943391014,0.919,0.0337462558637353,0.0347136149675668,0.0343681574988769,0.0379898472242014,0.0404275437392576,0.0387374378053968,0.0341897846737233,0.0405406890302311,0.200422252172604,0.184065038351762,0.267177227903068,0.25077789184725,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.1,0.5,0.3,0,0,0,1,0.15,0.05,0.2,0.75,0.25,0.2,0.25,"D1_FixRhoFixBias",0.548869302793393,0.0345353792733507,1,0.527834436918274,0.035112295197935,1,0.104931635195572,0.0350506095246411,0.838,0.632301040292641,0.0395360737724161,1,-0.166708174954787,0.0394722168868453,0.993,0.611299868291642,0.0399863075377114,1,0.105067728241619,0.034756189649999,0.855,-0.166836779944392,0.039310549040806,0.993,0.0338511504895057,0.0345439647702388,0.0360332833701163,0.0385130739207406,0.0391370267405576,0.0391470154877379,0.035778901142796,0.0389394117913293,0.248869302793393,0.227834436918274,0.332301040292641,0.311299868291642,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.5,0.1,0.3,0,0,0,1,0.15,0.25,0.4,0.375,0.05,0.4,0.05,"D1_FixRhoFixBias",0.350633333477969,0.0317978308547527,1,0.346359129514226,0.0347182411105063,1,0.0106548841356917,0.03472731804204,0.071,0.367464805066538,0.0367170218673476,1,-0.0335837055058355,0.0366968769998741,0.142,0.362106636179259,0.0374915048997886,1,0.0262879310278248,0.0374883331749481,0.123,-0.0439644855036376,0.0396278088331147,0.199,0.0316361517243305,0.0347269641124271,0.0358328907402001,0.036593525138373,0.0363130321351083,0.0374564908667033,0.0384383628657987,0.0390846207035404,0.0506333334779687,0.0463591295142262,0.0674648050665382,0.0621066361792593,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.5,0.2,0.3,0,0,0,1,0.15,0.25,0.4,0.375,0.1,0.4,0.1,"D1_FixRhoFixBias",0.400130097737855,0.0321134372395248,1,0.38979992312649,0.0350636627041346,1,0.0257508065998538,0.0350738915915937,0.1,0.4326761067765,0.0370753051539109,1,-0.0650114366999909,0.0371298194845429,0.428,0.421242888038988,0.0378178942209117,1,0.0571118050102065,0.0378157388499405,0.325,-0.0879258347869318,0.0400847122458538,0.583,0.0327615252518088,0.0346129688834046,0.0335459231673593,0.0375510571901626,0.0374424764385527,0.0375544795001006,0.0366884359932732,0.0407865242851991,0.100130097737855,0.08979992312649,0.1326761067765,0.121242888038988,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.5,0.3,0.3,0,0,0,1,0.15,0.25,0.4,0.375,0.15,0.4,0.15,"D1_FixRhoFixBias",0.449713408342461,0.0327166291084278,1,0.435352171170769,0.0357009262161346,1,0.0359173766563689,0.0356441236650469,0.165,0.49964329049632,0.037668753763237,1,-0.0997848848694314,0.0376483898631243,0.755,0.48294665241126,0.038374020116574,1,0.0834693909193516,0.0383145220350374,0.569000000000001,-0.133183324349236,0.0405916802997194,0.914,0.032719822412556,0.0352063335187566,0.035491765719555,0.037823502541008,0.0376573364302627,0.037931384012223,0.0385741465848378,0.041251923040869,0.149713408342461,0.135352171170769,0.19964329049632,0.18294665241126,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.5,0.4,0.3,0,0,0,1,0.15,0.25,0.4,0.375,0.2,0.4,0.2,"D1_FixRhoFixBias",0.498868519874661,0.0334751730463177,1,0.479429106456365,0.0365298469516744,1,0.0485861620832476,0.0365744578397089,0.271,0.565757376008205,0.0384947740630883,1,-0.133347967006153,0.038499482702216,0.92,0.543315978277806,0.0391574919416087,1,0.111575536416073,0.0391156026119616,0.816,-0.177613271551414,0.0413847204626628,0.99,0.0338339551167624,0.0379115031776903,0.0370746150572888,0.0393413565557038,0.039072276233701,0.0404714743389557,0.0399003353041841,0.042107320413201,0.198868519874661,0.179429106456365,0.265757376008205,0.243315978277806,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.5,0.5,0.3,0,0,0,1,0.15,0.25,0.4,0.375,0.25,0.4,0.25,"D1_FixRhoFixBias",0.549903138398343,0.034501914436329,1,0.526283228800693,0.0376007389410941,1,0.059146647541187,0.0376276985857113,0.359,0.633397557585473,0.0395007299925911,1,-0.16719319432509,0.0395360414791691,0.987,0.605773300352142,0.0400893677478875,1,0.138543004204764,0.0401076635497828,0.923,-0.222565013408599,0.0424648229515906,1,0.0348468525601304,0.0381197946548818,0.0378727499586818,0.0401636917497575,0.0397182253475897,0.0407840136467448,0.0398847054957251,0.0425920276108832,0.249903138398343,0.226283228800693,0.333397557585473,0.305773300352142,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.9,0.1,0.3,0,0,0,1,0.15,0.45,0.6,0.25,0.05,0.6,0.05,"D1_FixRhoFixBias",0.349191673553852,0.0317602120036907,1,0.349930211412072,0.0397060192461434,1,-0.00128746291353505,0.039697466873289,0.046,0.365889475669273,0.0366672000498585,1,-0.033473495314289,0.0366534911811372,0.144,0.34185879610224,0.039924062226315,1,0.120247946509831,0.0792434482728587,0.327,-0.129723029294368,0.0731976982898372,0.415,0.031697664648272,0.0384828730869973,0.0392090084584564,0.035903106585808,0.0366245405459996,0.0387940853945086,0.0808762582078282,0.075660749609933,0.0491916735538525,0.0499302114120718,0.0658894756692727,0.04185879610224,"sim","classical","norm",NA,1000,1000,314
0.5,0.5,0.3,0.9,0.2,0.3,0,0,0,1,0.15,0.45,0.6,0.25,0.1,0.6,0.1,"D1_FixRhoFixBias",0.400380263955977,0.0321350776083755,1,0.399401715413477,0.0401582428073617,1,0.0016892089045294,0.0401627058679444,0.049,0.433008719732182,0.0370272466501842,1,-0.0654983180632624,0.0370474717891132,0.433,0.382450352285329,0.0401896788291996,1,0.252115229327722,0.0798435278423425,0.868,-0.26715660611434,0.0737648894145658,0.94,0.0326889936927194,0.0400822472055621,0.0411618993758968,0.0367817987433384,0.0373791946253014,0.0403544583701691,0.0825896955566144,0.0747459638479637,0.100380263955977,0.0994017154134769,0.133008719732182,0.0824503522853287,"sim","classical","norm",NA,1000,1000,314
