"a1","c1","b1","b2","a2","c2","a0","b0","c0","sigma_eY","rho_U","rho_V","rho_total","rho_rel_U","bias","design","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_Atilde_fit2","se_Atilde_fit2","power_Atilde_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_Atilde_fit4","se_Atilde_fit4","power_Atilde_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_Atilde_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_Atilde_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.4,0.5,0.5,0.3,0,0,0,0,0,1,0.2,0,0.2,1,0.2,"NoV",0.511918945600962,0.0418751571132106,1,0.464092752588265,0.0397409561146192,1,0.228675929247208,0.042197208003384,0.982,0.511947256309281,0.0418923982895233,1,0.00153305071297562,0.0342443652857686,0.0500000000000001,0.464127806502586,0.0397585137326377,1,0.228644673274615,0.0422028913859753,0.982,0.00100798524294769,0.0335442676740582,0.043,0.0498518533355063,0.0458094131991341,0.0479198622663472,0.0498846376454774,0.0355770256027803,0.0458445228535788,0.0479496543426124,0.0346914636054001,0.211918945600962,0.164092752588265,0.211947256309281,0.164127806502586,"sim","HC1","t",3,1000,1000,314
0.4,0.7,0.5,0.3,0,0,0,0,0,1,0.28,0,0.28,1,0.2,"NoV",0.508140504881924,0.0418493675626381,1,0.412300623031706,0.0380382712432877,1,0.326340822192735,0.0432062655968036,0.994,0.508158324793688,0.0418659915693788,1,-0.000405366731371937,0.0339517890261577,0.047,0.412304384223574,0.0380558300777913,1,0.326403431465342,0.0432132760507035,0.994,-0.000484867449050233,0.03251692860575,0.046,0.0474595530625506,0.0406609574721866,0.0506996626060509,0.0474861696192253,0.0336462767974125,0.040684870411742,0.0506767247369165,0.0327599119851986,0.208140504881924,0.112300623031706,0.208158324793688,0.112304384223574,"sim","HC1","t",3,1000,1000,314
0.4,0.9,0.5,0.3,0,0,0,0,0,1,0.36,0,0.36,1,0.2,"NoV",0.506458246569585,0.0421526041723261,0.999,0.341731334053252,0.0354576753485805,0.998,0.437161592529142,0.0383394640760347,0.997,0.506394027258798,0.0421682314898389,0.999,0.00138101778987123,0.0342476852268545,0.045,0.341626889749172,0.0354830645324611,0.998,0.437238077739977,0.0383526150214481,0.997,0.000516295807615353,0.0317151254044951,0.037,0.0482894459217841,0.0375059686578909,0.0439145482847376,0.048234435018042,0.0328086767495556,0.0374811700976674,0.0439291153932886,0.0312368268174858,0.206458246569585,0.041731334053252,0.206394027258798,0.0416268897491716,"sim","HC1","t",3,1000,1000,314
0.45,0.1,0.5,0.3,0,0,0,0,0,1,0.045,0,0.045,1,0.225,"NoV",0.532916641399768,0.042939099555396,0.998,0.53096198568847,0.0428533098231711,0.998,0.0413692316484861,0.0342398900092182,0.252,0.532926216635453,0.0429464871274117,0.998,0.000901414186775451,0.0342219642592909,0.054,0.530970054706193,0.0428615039325778,0.998,0.0413457846751838,0.034263189476233,0.253,0.000988958495908953,0.0342223028824169,0.053,0.0510461757119567,0.0510922892253777,0.0364736369449783,0.051025174587755,0.0356754830372484,0.0510696620735687,0.0365115439351161,0.0356662044944299,0.232916641399768,0.230961985688471,0.232926216635453,0.230970054706193,"sim","HC1","t",3,1000,1000,314
0.45,0.3,0.5,0.3,0,0,0,0,0,1,0.135,0,0.135,1,0.225,"NoV",0.537559374651232,0.0422491375512375,1,0.519672956716759,0.041592981855561,1,0.126375432559216,0.0380077977432671,0.895,0.537587035653708,0.0422491827005619,1,-0.0010761424893607,0.0339381042459253,0.069,0.519696430484981,0.041592513871264,1,0.126406768261373,0.038028489809326,0.895,-0.00126030759095119,0.0337364106101395,0.062,0.0494928068465411,0.0481948313751157,0.0416096447471607,0.0494440948563488,0.0352932588416582,0.0481647873005999,0.0416545607416462,0.0352314894228793,0.237559374651232,0.219672956716759,0.237587035653708,0.219696430484981,"sim","HC1","t",3,1000,1000,314
0.45,0.5,0.5,0.3,0,0,0,0,0,1,0.225,0,0.225,1,0.225,"NoV",0.537080778342516,0.0420297648790071,1,0.486171824225703,0.0402421804520438,1,0.215475257374517,0.0414491129230396,0.98,0.537082569039888,0.0420378088380767,1,-0.000492741019877383,0.0340330397468972,0.042,0.486145781473297,0.0402544171915474,1,0.21550345360429,0.0414659509611408,0.981,-0.000332219829895478,0.0334027806628493,0.05,0.0472916338227491,0.0437656093365283,0.0463849202512477,0.0472784413715742,0.034622294346261,0.0437675710255385,0.0464332835588768,0.0342339913831879,0.237080778342516,0.186171824225703,0.237082569039888,0.186145781473297,"sim","HC1","t",3,1000,1000,314
0.45,0.7,0.5,0.3,0,0,0,0,0,1,0.315,0,0.315,1,0.225,"NoV",0.535247035322825,0.0426815541082103,1,0.431867382232513,0.03893592933045,1,0.317035153803519,0.0433527600442019,0.997,0.53521011075429,0.0426959903328951,1,0.000668370870237989,0.0340723915136777,0.037,0.431819797928776,0.0389632940269872,1,0.31706461799382,0.0433497840331403,0.997,0.000225052673685321,0.0327128270707325,0.039,0.0494381169284921,0.0424180655267791,0.048754155621034,0.0495360184741462,0.0323812123000207,0.042481985843157,0.0487342354661622,0.0313739540817801,0.235247035322825,0.131867382232513,0.23521011075429,0.131819797928776,"sim","HC1","t",3,1000,1000,314
0.45,0.9,0.5,0.3,0,0,0,0,0,1,0.405,0,0.405,1,0.225,"NoV",0.534744776110533,0.0429888206119181,1,0.352345177674415,0.0364355899592352,0.998,0.432100790560469,0.0384581572754063,0.998,0.534760164782361,0.0429947360741917,1,-0.00125815943197956,0.0339891670343272,0.046,0.35237675692759,0.0364561550972783,0.998,0.432076247057911,0.0384746604919784,0.998,-0.000279111054681667,0.0316275785063529,0.0489999999999999,0.0501226852143714,0.0392075807980419,0.0429523819403226,0.050159508996255,0.0339645302232969,0.0392329805688832,0.042981954016431,0.0313885115430095,0.234744776110533,0.0523451776744149,0.234760164782361,0.0523767569275896,"sim","HC1","t",3,1000,1000,314
0.5,0.1,0.5,0.3,0,0,0,0,0,1,0.05,0,0.05,1,0.25,"NoV",0.560012734623459,0.0429523113191684,1,0.557946158565668,0.0429014621095099,1,0.0411032335512844,0.0342281984231546,0.261,0.560057743977895,0.0429488750164896,1,-0.00303527647673496,0.03381373080881,0.052,0.557989169872245,0.0428976598728293,1,0.0410874043137083,0.0342486154856832,0.259,-0.00309025619495147,0.0338130444001107,0.053,0.0496630058847319,0.0496535177972128,0.0379459030631723,0.049633806375478,0.0345990308425526,0.049623493286795,0.0379542632004397,0.0345490853727598,0.260012734623459,0.257946158565668,0.260057743977895,0.257989169872245,"sim","HC1","t",3,1000,1000,314
0.5,0.3,0.5,0.3,0,0,0,0,0,1,0.15,0,0.15,1,0.25,"NoV",0.559171148975624,0.0437821862046312,1,0.540326363380596,0.0431386812988128,1,0.121502448578697,0.0377831603948896,0.884,0.559219264132855,0.0437869506493208,1,0.00224563965209629,0.0338672436677931,0.061,0.540371030150102,0.0431445462113123,1,0.121496691337514,0.0377971033982607,0.881,0.00224946559602213,0.0336843234823705,0.057,0.0511279300031802,0.0499128180114451,0.0411573567781801,0.0511896269910985,0.0358228312905742,0.049987490721909,0.0412167622264163,0.0356681045262838,0.259171148975624,0.240326363380596,0.259219264132855,0.240371030150102,"sim","HC1","t",3,1000,1000,314
0.5,0.5,0.5,0.3,0,0,0,0,0,1,0.25,0,0.25,1,0.25,"NoV",0.562453031754418,0.0438972342798618,1,0.508839646337126,0.0423521261787493,1,0.207349774578718,0.0420079737240917,0.98,0.56238455238338,0.0439058023591642,1,0.000256265155832929,0.034030749468683,0.045,0.508765538392554,0.042358200729292,1,0.207412030847534,0.0420269309125598,0.98,0.00038238847780735,0.0334751554829365,0.046,0.0533841749659291,0.0506694387138584,0.0470761085822507,0.0533584444131306,0.0343676857041137,0.0506278605604479,0.0471014947195141,0.0340766196952192,0.262453031754418,0.208839646337126,0.26238455238338,0.208765538392554,"sim","HC1","t",3,1000,1000,314
0.5,0.7,0.5,0.3,0,0,0,0,0,1,0.35,0,0.35,1,0.25,"NoV",0.561638028900891,0.0438452649548806,1,0.451057830098312,0.040856717706248,1,0.304295306889791,0.0437308650706323,0.99,0.561653602066913,0.043851125400135,1,0.00131599339483135,0.0341679336498564,0.068,0.45106023260745,0.0408744331674822,1,0.304294889672746,0.0437398378901703,0.99,0.00124101456158134,0.0330127238488802,0.06,0.0514064606441777,0.0456181044530181,0.0492354964014099,0.0514311534382864,0.035931018924886,0.0456411605227817,0.049246517707596,0.0348658495981766,0.261638028900891,0.151057830098312,0.261653602066913,0.15106023260745,"sim","HC1","t",3,1000,1000,314
0.5,0.9,0.5,0.3,0,0,0,0,0,1,0.45,0,0.45,1,0.25,"NoV",0.558566585315868,0.0431292122626911,1,0.360531988594422,0.0372284616205359,1,0.424924233819006,0.0400556148160736,0.998,0.558545492618647,0.043135637743181,1,-0.000976222884302128,0.0341328780414914,0.043,0.360533180135779,0.0372534293043839,1,0.424879948321566,0.0400570694626059,0.998,-0.00128888133110047,0.0319564777804407,0.036,0.0488684612892902,0.0397850181137283,0.0445263879465798,0.048814867319549,0.0340996636970109,0.0397658819146716,0.0445316211344509,0.0314753420592377,0.258566585315868,0.060531988594422,0.258545492618647,0.0605331801357794,"sim","HC1","t",3,1000,1000,314
0.55,0.1,0.5,0.3,0,0,0,0,0,1,0.055,0,0.055,1,0.275,"NoV",0.584965466751508,0.0442485300492431,1,0.5830074254116,0.0442204159883731,1,0.0347030871225047,0.0342091035224455,0.205,0.58495381041128,0.0442563718576422,1,9.29679800740843e-05,0.0336711882779101,0.049,0.582991425201256,0.0442286264131594,1,0.0347303588858298,0.0342377030623415,0.201,0.00017479510328859,0.0336800948164008,0.052,0.0525754592854979,0.052453073323462,0.0366353784763238,0.0525514405325836,0.0348255080809103,0.052428772379319,0.0365707266270309,0.0347606540932909,0.284965466751508,0.2830074254116,0.28495381041128,0.282991425201256,"sim","HC1","t",3,1000,1000,314
0.55,0.3,0.5,0.3,0,0,0,0,0,1,0.165,0,0.165,1,0.275,"NoV",0.583524932169625,0.0440345145989504,1,0.564776403139809,0.0435632620256347,1,0.110588966672872,0.0368485889977734,0.842,0.583487723861342,0.044039763160774,1,0.00187463295248206,0.0337825284599865,0.057,0.564738170188091,0.0435674031521427,1,0.110632992350702,0.0368627940764821,0.842,0.00181952875841559,0.0336272934314392,0.056,0.0493984191385941,0.0487490167877093,0.0418015063063114,0.0494392706947367,0.0344304217258494,0.0487958902515743,0.0418426921723963,0.0344633018105762,0.283524932169625,0.264776403139809,0.283487723861342,0.264738170188091,"sim","HC1","t",3,1000,1000,314
0.55,0.5,0.5,0.3,0,0,0,0,0,1,0.275,0,0.275,1,0.275,"NoV",0.582803875492742,0.0437216630772065,1,0.528292614593459,0.0426649074572716,0.999,0.194061927170857,0.0416243408082105,0.978,0.582813368135465,0.043736814497719,0.999,-0.000297259279634328,0.0336443377602714,0.0360000000000001,0.528308226733353,0.0426844356989393,0.999,0.194053267556851,0.041623819879611,0.978,-0.000260037842427636,0.0331488532545074,0.0379999999999999,0.0521271101054023,0.0499973745816674,0.0474299086130102,0.0521769977378002,0.0340207747991313,0.050058875448586,0.0474358683417371,0.033477215712901,0.282803875492742,0.228292614593459,0.282813368135465,0.228308226733353,"sim","HC1","t",3,1000,1000,314
0.55,0.7,0.5,0.3,0,0,0,0,0,1,0.385,0,0.385,1,0.275,"NoV",0.58486532720478,0.0430606895130955,1,0.469331062100289,0.0411109017224449,1,0.291317710500393,0.0440669290320146,0.983,0.584898950078157,0.0430686364837037,1,0.00134662279949977,0.0336752024364307,0.0440000000000002,0.469339739040863,0.0411283384762904,1,0.291343261771536,0.044067476354368,0.983,0.0011921642460993,0.0326344639399063,0.0489999999999998,0.0495533146113874,0.0455932639117302,0.0528436749927469,0.0495958623771669,0.0327024889222296,0.0456634980022374,0.0528708829599986,0.0318517903733325,0.28486532720478,0.169331062100289,0.284898950078157,0.169339739040863,"sim","HC1","t",3,1000,1000,314
0.55,0.9,0.5,0.3,0,0,0,0,0,1,0.495,0,0.495,1,0.275,"NoV",0.582883116348996,0.0433157555630337,1,0.370475925799599,0.038805360983803,0.999,0.415921898591657,0.0415277519533584,0.997,0.582920135095591,0.043309792578526,1,-0.000123302694992579,0.0336212886593658,0.05,0.370512322728897,0.0388268084520291,0.999,0.415884537857069,0.0415439843204774,0.997,3.34889463094665e-07,0.0316534806963425,0.0509999999999999,0.0491126155467068,0.0422583578693365,0.0467212022355758,0.0491437240377411,0.0349736563356695,0.0422506302228419,0.0467277605675966,0.0326530170035994,0.282883116348996,0.0704759257995988,0.282920135095591,0.070512322728897,"sim","HC1","t",3,1000,1000,314
0.6,0.1,0.5,0.3,0,0,0,0,0,1,0.06,0,0.06,1,0.3,"NoV",0.609911212434287,0.0428741004475901,1,0.607888083370535,0.0428591457452279,1,0.0330141865074586,0.0340195071295119,0.168,0.609895931839078,0.0428686350059977,1,-8.28924369011781e-05,0.0336825170258629,0.052,0.607873319394742,0.0428542396990672,1,0.0330555148515129,0.0340322790174393,0.168,-0.000114650841624187,0.0336814097664513,0.05,0.050924981954064,0.0508486770182393,0.0352482768545954,0.0509544111201872,0.0346347821291349,0.0508797009912169,0.0352998920300791,0.0346953437955173,0.309911212434287,0.307888083370535,0.309895931839078,0.307873319394742,"sim","HC1","t",3,1000,1000,314
0.6,0.3,0.5,0.3,0,0,0,0,0,1,0.18,0,0.18,1,0.3,"NoV",0.608758942546723,0.0437531079240612,1,0.589945670172283,0.0436637510002989,1,0.101756984717631,0.0367950270877468,0.804,0.60874946816759,0.0437512709274885,1,-0.00040388399434144,0.0332807059192611,0.055,0.589949155141257,0.0436637297898043,1,0.10171194734056,0.0368082667942665,0.807,-0.000447409173847705,0.0331427496496866,0.054,0.0516654718391288,0.051151948845419,0.038744126898413,0.0516660158322101,0.033935270185715,0.0511481227830284,0.0387351641553313,0.0336852239328223,0.308758942546723,0.289945670172283,0.30874946816759,0.289949155141257,"sim","HC1","t",3,1000,1000,314
0.6,0.5,0.5,0.3,0,0,0,0,0,1,0.3,0,0.3,1,0.3,"NoV",0.609974460224834,0.0435544477201375,1,0.554443525287498,0.0432469725473447,1,0.180295588271164,0.0412163364072244,0.964,0.609943245130904,0.0435614499695215,1,-0.000992959054337772,0.0333485258660845,0.046,0.55440099169928,0.0432564946141041,1,0.180316356618112,0.0412317598489763,0.966,-0.000749155825935252,0.0329168722502408,0.052,0.0520771180953527,0.0501459758437867,0.046615722970517,0.0521510836031467,0.0337818621016113,0.0502276233462789,0.0466532300393324,0.0334779390266699,0.309974460224834,0.254443525287498,0.309943245130904,0.25440099169928,"sim","HC1","t",3,1000,1000,314
0.6,0.7,0.5,0.3,0,0,0,0,0,1,0.42,0,0.42,1,0.3,"NoV",0.608928993990105,0.0438610863507178,1,0.490433484974816,0.043054543689533,1,0.276929903843853,0.044468808616953,0.992,0.608921383944461,0.0438666454273103,1,0.00166970079759283,0.0330242696231676,0.037,0.490438213662005,0.0430683658979663,1,0.276911596782533,0.044477797575826,0.992,0.00178908372339272,0.0320782455484888,0.037,0.0522889379521696,0.0483185993307793,0.0486365604411996,0.0523058531648681,0.0321687504269792,0.0483849171282929,0.048670514936491,0.031047523659214,0.308928993990105,0.190433484974816,0.308921383944461,0.190438213662005,"sim","HC1","t",3,1000,1000,314
0.6,0.9,0.5,0.3,0,0,0,0,0,1,0.54,0,0.54,1,0.3,"NoV",0.611733519972125,0.0430498688725207,1,0.384032542581015,0.0401670848279059,1,0.407484356680795,0.0421935016377892,0.995,0.611785184606537,0.0430495499992608,1,8.15632388992289e-05,0.0335770747048411,0.043,0.384044885823572,0.0401743742503212,1,0.407545739844151,0.0421889028862849,0.995,0.000312773544272529,0.0317788019780201,0.046,0.0514247510672552,0.0444950120554404,0.047549775692112,0.0514062798684059,0.0339737878284833,0.0444742113849779,0.0474887836436202,0.0326208904975022,0.311733519972125,0.0840325425810153,0.311785184606537,0.0840448858235716,"sim","HC1","t",3,1000,1000,314
0.65,0.1,0.5,0.3,0,0,0,0,0,1,0.065,0,0.065,1,0.325,"NoV",0.633468922576567,0.0432789056445908,1,0.631481987988262,0.0433014133964433,1,0.030482554188705,0.033114092886247,0.156,0.633481301233276,0.043288629146873,1,-0.00072579547695828,0.0330549717493346,0.052,0.631495648754562,0.0433112074076526,1,0.0304596455787452,0.0331291385885063,0.157,-0.00073146706199748,0.0330640957370808,0.0500000000000001,0.0528280429914897,0.0528870739600925,0.0338999266629474,0.0528366725197757,0.0323254533893496,0.0528945668182378,0.0339200144910185,0.0323036539822862,0.333468922576567,0.331481987988262,0.333481301233276,0.331495648754562,"sim","HC1","t",3,1000,1000,314
0.65,0.3,0.5,0.3,0,0,0,0,0,1,0.195,0,0.195,1,0.325,"NoV",0.632354877188177,0.0433015185696891,1,0.613491531018033,0.0434305338689196,1,0.0955401831949353,0.03616849251118,0.738,0.632388810957115,0.0432999326231088,1,0.00118328321455866,0.0330102038171707,0.0539999999999999,0.613522500739405,0.043429005061857,1,0.0955528543985951,0.0361885580282811,0.735,0.00127567854201716,0.0329013161252255,0.0509999999999999,0.0518324380536751,0.0514354622018295,0.0393107332236194,0.0518650873836875,0.0332454139018149,0.0514950031758566,0.0393163755346602,0.0331778885393223,0.332354877188177,0.313491531018033,0.332388810957115,0.313522500739405,"sim","HC1","t",3,1000,1000,314
0.65,0.5,0.5,0.3,0,0,0,0,0,1,0.325,0,0.325,1,0.325,"NoV",0.631895441903895,0.0438110068762464,1,0.576488090037661,0.0441206121221717,1,0.1692258237573,0.0403771689848774,0.97,0.631904353635845,0.0438212719896358,1,-0.00183882804974488,0.0330590797374786,0.048,0.576503998774733,0.0441312495978727,1,0.169227425605171,0.0403887386174502,0.97,-0.002017756377763,0.0327012318686692,0.0470000000000001,0.0517402792505138,0.0510125120933703,0.0448235563509509,0.0517305722562801,0.0328653415725527,0.050996410856715,0.0447845976379552,0.0324503643822525,0.331895441903895,0.276488090037661,0.331904353635845,0.276503998774733,"sim","HC1","t",3,1000,1000,314
0.65,0.7,0.5,0.3,0,0,0,0,0,1,0.455,0,0.455,1,0.325,"NoV",0.633264762878945,0.0431244294084929,1,0.513799852220453,0.0440848769040438,1,0.257703738746629,0.0449493633203991,0.986,0.633301114667288,0.043134551110763,1,-0.00156045475944115,0.0330287362623432,0.036,0.513826860727395,0.0441009330618896,1,0.257701253884262,0.0449648580487554,0.986,-0.0017704170119787,0.0322596877494096,0.032,0.0497983288299591,0.0491137876554605,0.0504034401427048,0.049823365461552,0.0313692617970948,0.0491331271755135,0.0504520105299108,0.0305418436254653,0.333264762878945,0.213799852220453,0.333301114667288,0.213826860727395,"sim","HC1","t",3,1000,1000,314
0.65,0.9,0.5,0.3,0,0,0,0,0,1,0.585,0,0.585,1,0.325,"NoV",0.632782090228457,0.0433510246949085,1,0.396042646926913,0.0427891938250808,0.999,0.395650818532462,0.0446278452673423,0.994,0.632805249449305,0.0433504389438614,1,0.00116997278973188,0.0331037200286022,0.054,0.396089771978324,0.0428161391423148,0.999,0.395596207348026,0.044654323631009,0.994,0.00132687744293102,0.0315498086506129,0.0600000000000001,0.0539829867017623,0.0478657721550297,0.0510265536415593,0.0540147019902744,0.0341090785082772,0.0478838094848519,0.0509712918578469,0.0321455374416353,0.332782090228457,0.0960426469269133,0.332805249449305,0.0960897719783244,"sim","HC1","t",3,1000,1000,314
0.7,0.1,0.5,0.3,0,0,0,0,0,1,0.07,0,0.07,1,0.35,"NoV",0.660105370125635,0.0422707225268526,1,0.658177500904603,0.0423230950639722,1,0.0265941088486022,0.0335103978157077,0.14,0.66010367367582,0.0422715261794059,1,6.77728324068694e-05,0.0330099252633739,0.0509999999999999,0.658181381625635,0.0423238840712322,1,0.0265307098802754,0.0335215864955955,0.14,3.4073653414779e-05,0.0330119185511966,0.048,0.0508148856184222,0.0509156547127611,0.0360538227843609,0.0508027748383089,0.0335407951407723,0.0509077270933485,0.0360998064819547,0.0335366451255685,0.360105370125635,0.358177500904603,0.36010367367582,0.358181381625635,"sim","HC1","t",3,1000,1000,314
0.7,0.3,0.5,0.3,0,0,0,0,0,1,0.21,0,0.21,1,0.35,"NoV",0.657012598887795,0.0423557305638491,1,0.639916844280765,0.042762982936196,1,0.0814600525763905,0.0354909395332386,0.651,0.657034325398833,0.0423581533897929,1,2.45551685282396e-05,0.0329264781645458,0.0619999999999999,0.639927479571986,0.0427638766090446,1,0.0815246823051508,0.0354906824742845,0.654,-3.52072109299334e-05,0.0328424262237292,0.0619999999999999,0.0483560395545004,0.0484829313042199,0.0377543932799521,0.0483904609395339,0.0352639950325354,0.0485180085980854,0.0377691579429192,0.0353226520875148,0.357012598887795,0.339916844280765,0.357034325398833,0.339927479571986,"sim","HC1","t",3,1000,1000,314
0.7,0.5,0.5,0.3,0,0,0,0,0,1,0.35,0,0.35,1,0.35,"NoV",0.659722169081826,0.0420490709863701,1,0.606469858328487,0.0435178479120242,1,0.149734628697251,0.0399707294065955,0.949,0.659710031148653,0.042038055207628,1,-0.000606128251280278,0.0329342591077113,0.0509999999999999,0.606470130764787,0.0435091190268875,1,0.149689507946611,0.0399805724138305,0.948,-0.000412485631563879,0.0326503280091457,0.0520000000000001,0.0486321706613819,0.0499657915853862,0.043638650784342,0.0485898275931746,0.0330209615793471,0.0499493191874716,0.0436713647008402,0.0326623119863874,0.359722169081826,0.306469858328487,0.359710031148653,0.306470130764787,"sim","HC1","t",3,1000,1000,314
0.7,0.7,0.5,0.3,0,0,0,0,0,1,0.49,0,0.49,1,0.35,"NoV",0.658084312824683,0.0419163992332605,1,0.539265651915791,0.0446875406034267,1,0.23835071715851,0.045077752230041,0.985,0.658077856261437,0.0419247634272597,1,-0.000162308230967121,0.0327986627022468,0.045,0.539267600581071,0.0446998428041648,1,0.238336467790916,0.0450818099485848,0.985,9.8832406464124e-05,0.0321412048501619,0.0520000000000002,0.0485675742004966,0.0502542718145595,0.05295180095445,0.0485566868163502,0.0325138251343985,0.0502433271445293,0.0529746334158563,0.0317232489792594,0.358084312824683,0.239265651915791,0.358077856261437,0.239267600581071,"sim","HC1","t",3,1000,1000,314
0.7,0.9,0.5,0.3,0,0,0,0,0,1,0.63,0,0.63,1,0.35,"NoV",0.659160723025222,0.0418213206414696,1,0.412901655308225,0.0448879112681739,1,0.382855285936314,0.0470376994565788,0.995,0.659183640867,0.0418238026321998,1,0.000834366096399265,0.0330494822052115,0.053,0.412858818715968,0.0448917276357988,1,0.382931260620205,0.0470362515009192,0.995,0.000899268384476591,0.0317116139703475,0.0560000000000001,0.0493095778420745,0.0480220994668999,0.0528033993840827,0.04938771140629,0.0352283017596074,0.0480163800009014,0.0527780811958494,0.0344458689802375,0.359160723025222,0.112901655308225,0.359183640867,0.112858818715968,"sim","HC1","t",3,1000,1000,314
0.75,0.1,0.5,0.3,0,0,0,0,0,1,0.075,0,0.075,1,0.375,"NoV",0.681002068678914,0.0413779416291702,1,0.679591600870479,0.0415417165773407,1,0.019126707536699,0.033519236631418,0.119,0.680968473873002,0.0413884431694547,1,-0.00229646256251075,0.0327189683492456,0.044,0.679553143353263,0.0415501847713132,1,0.0191713695465113,0.0335448332539566,0.124,-0.00230218320215883,0.0327655159150732,0.045,0.049330741274707,0.0497101965275457,0.0419870261951553,0.049338282852777,0.0321758893357685,0.0497123908083571,0.0420866454866066,0.0322892998672909,0.381002068678914,0.379591600870479,0.380968473873002,0.379553143353263,"sim","HC1","t",3,1000,1000,314
0.75,0.3,0.5,0.3,0,0,0,0,0,1,0.225,0,0.225,1,0.375,"NoV",0.68302328599715,0.0406462478874038,1,0.666893160068555,0.0414364038184696,1,0.0713755697525201,0.0357863708486923,0.536,0.683053525591314,0.0406426883562964,1,0.000247828257130694,0.0325788280806807,0.056,0.66693319812939,0.0414349397633078,1,0.071340791676682,0.0358100519129421,0.538,0.000150342667304344,0.032533158539631,0.058,0.0471847977642687,0.0478109922441114,0.0378911137729295,0.0472088286873615,0.0327661056682247,0.0478532193060555,0.0379516008351413,0.0326958553458747,0.38302328599715,0.366893160068555,0.383053525591314,0.366933198129389,"sim","HC1","t",3,1000,1000,314
0.75,0.5,0.5,0.3,0,0,0,0,0,1,0.375,0,0.375,1,0.375,"NoV",0.679127766250493,0.0412669732438214,1,0.629737222896196,0.0435862329248629,1,0.130777088727665,0.0395844692619894,0.893,0.679057567857526,0.0412704423271506,1,-0.0011549895833502,0.0325168302285862,0.046,0.629675240614614,0.0435935527231608,1,0.130742243293206,0.0395972243832421,0.892,-0.00121375835325322,0.0323068246944467,0.048,0.0480837375817824,0.0504267580849916,0.0443920985623938,0.0481335018211,0.0326438410326723,0.0504788148931102,0.0443505988963121,0.0322585103353965,0.379127766250493,0.329737222896196,0.379057567857526,0.329675240614614,"sim","HC1","t",3,1000,1000,314
0.75,0.7,0.5,0.3,0,0,0,0,0,1,0.525,0,0.525,1,0.375,"NoV",0.683259919948551,0.0407819225883578,1,0.569863527085371,0.0458092948114887,1,0.213036478664306,0.0454848062642716,0.972,0.683316335594721,0.0407983043944966,1,0.000518440276441697,0.0323891739992503,0.048,0.569911178300532,0.0458345964521024,1,0.213051660779826,0.045513722769257,0.973,0.000655395097429701,0.031927137365599,0.049,0.0483518359165855,0.0534891255375143,0.0525352983846734,0.0483977914796372,0.0327738482099355,0.0535342968783004,0.0525272246937032,0.0323731926912406,0.383259919948551,0.269863527085371,0.383316335594721,0.269911178300532,"sim","HC1","t",3,1000,1000,314
0.75,0.9,0.5,0.3,0,0,0,0,0,1,0.675,0,0.675,1,0.375,"NoV",0.680141422982256,0.041552559952455,1,0.434150791172329,0.0482172064602152,0.999,0.359511235322836,0.0494864865464789,0.995,0.680178207133117,0.0415637872879198,1,0.00125703201813329,0.032448536905888,0.05,0.434144203834549,0.0482413043504866,0.999,0.359561170100421,0.0494967121018518,0.995,0.00093516533395118,0.0313794775306723,0.05,0.0481709895350393,0.0540510870100663,0.0557971730459085,0.0481914371563332,0.0330738670657263,0.0541167752947368,0.0557806024508814,0.0323491134369993,0.380141422982256,0.134150791172329,0.380178207133117,0.134144203834549,"sim","HC1","t",3,1000,1000,314
0.8,0.1,0.5,0.3,0,0,0,0,0,1,0.08,0,0.08,1,0.4,"NoV",0.705475548312514,0.0391588502518335,1,0.703969050502211,0.0392674869106805,1,0.0191263962304441,0.0324780711732605,0.093,0.705456945650177,0.0391638943513149,1,-0.00068139109793169,0.0320726617758374,0.053,0.703951032625882,0.0392722822316605,1,0.019099953008719,0.0324957200453466,0.093,-0.000725218605679099,0.0320855858684808,0.0509999999999999,0.0447109820315675,0.0448019262684083,0.0333359875347905,0.0446406348858726,0.0326816135236727,0.0447326028158062,0.0333911919676974,0.0327140008788914,0.405475548312514,0.403969050502211,0.405456945650177,0.403951032625882,"sim","HC1","t",3,1000,1000,314
0.8,0.3,0.5,0.3,0,0,0,0,0,1,0.24,0,0.24,1,0.4,"NoV",0.705333719682,0.0401122852395533,1,0.691077910190711,0.0412798101913363,1,0.059283125255347,0.0353293879799214,0.387,0.705286408526341,0.0401054408566609,1,-0.000492678385476992,0.0324649411634435,0.047,0.69103295331403,0.041271315313437,1,0.0592759357327336,0.0353434756736394,0.388,-0.000534517212806333,0.0324316608623239,0.046,0.0476443424009854,0.0487851882421735,0.0370495735599,0.0476354457858734,0.0322527718949121,0.048757110546563,0.0369981522582428,0.0321395484438443,0.405333719682,0.391077910190711,0.405286408526341,0.39103295331403,"sim","HC1","t",3,1000,1000,314
