"a1","c1","b1","b2","a2","c2","a0","b0","c0","sigma_eY","rho_U","rho_V","rho_total","rho_rel_U","bias","design","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_N_fit2","se_N_fit2","power_N_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_N_fit4","se_N_fit4","power_N_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_N_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_N_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.35,0.5,0.5,0.3,0,0,0,0,0,1,0.175,0,0.175,1,0.175,"D0",0.481629664908957,0.0352099562778138,1,0.439458758549605,0.0350525326666342,1,0.23346795111686,0.0349557104122321,1,0.48160913617458,0.0352280100185601,1,-0.00161420846552267,0.0346016473729517,0.0539999999999999,0.439430815629853,0.0350704207128666,1,0.233504576761812,0.0349727894286413,1,-0.00160376658298848,0.0338679950519541,0.0550000000000002,0.047250201086893,0.0433705430627991,0.0486228527613188,0.0472810149043167,0.0344896234530149,0.0433872501078749,0.0486230280837884,0.0340149473454893,0.181629664908957,0.139458758549605,0.18160913617458,0.139430815629853,"sim","classical","t",3,1000,1000,314
0.35,0.7,0.5,0.3,0,0,0,0,0,1,0.245,0,0.245,1,0.175,"D0",0.484674887259908,0.0352953825936262,1,0.398969021699363,0.0349209500442584,1,0.33319352368554,0.0344206897017797,1,0.484756456229621,0.0353136744371875,1,-0.00129923018493441,0.0345090604063853,0.055,0.399049398213457,0.0349396021229656,1,0.333170251460375,0.0344381485064844,1,-0.000791371413044977,0.0330018717244077,0.046,0.04585824027387,0.0396185163436905,0.0535539144648305,0.0458726526880823,0.0342421318832592,0.0396382631382882,0.0536107610903591,0.0326426810522908,0.184674887259908,0.0989690216993633,0.184756456229621,0.099049398213457,"sim","classical","t",3,1000,1000,314
0.35,0.9,0.5,0.3,0,0,0,0,0,1,0.315,0,0.315,1,0.175,"D0",0.483607061750943,0.0351495962331312,1,0.338188221011692,0.0343527254004105,1,0.441270972750844,0.0337759984672512,1,0.483639163799459,0.0351672904131867,1,0.00179703111548468,0.034522562749795,0.043,0.338210340975078,0.034370644592083,1,0.441267356138717,0.0337944093272231,1,0.00149092881895698,0.0318934885241486,0.0330000000000001,0.0488504854523422,0.0367052228857581,0.0406676891241971,0.048830020460998,0.0333837264799322,0.0367157958280243,0.0406768659025749,0.0306709983557058,0.183607061750943,0.0381882210116922,0.183639163799459,0.0382103409750779,"sim","classical","t",3,1000,1000,314
0.4,0.1,0.5,0.3,0,0,0,0,0,1,0.04,0,0.04,1,0.2,"D0",0.507064046001345,0.035172925435021,1,0.505167689357289,0.0351960982175819,1,0.0449490501629958,0.0355711761868535,0.243,0.507068848516724,0.035190581811309,1,-0.00138761344435745,0.0346276289134614,0.057,0.505172091545626,0.0352139030609124,1,0.0449559349120834,0.0355882739072044,0.242,-0.00141107999126835,0.0346180365012426,0.057,0.0482101880136728,0.0479700380544115,0.0353597601674844,0.0482248762474253,0.0354154917104729,0.0479824802909091,0.0353016229756843,0.0353499227357532,0.207064046001345,0.205167689357289,0.207068848516724,0.205172091545626,"sim","classical","t",3,1000,1000,314
0.4,0.3,0.5,0.3,0,0,0,0,0,1,0.12,0,0.12,1,0.2,"D0",0.509371080784026,0.0350124064513523,1,0.49273016805726,0.0350546915533601,1,0.134482674704078,0.0352018975170138,0.941,0.509381352814472,0.0350291572523593,1,0.000754144516098823,0.034301774312164,0.055,0.492745737967905,0.0350714276068352,1,0.134465829766061,0.0352191372580672,0.94,0.000742312614234042,0.0340691092336831,0.05,0.0496757645160282,0.0484537821758622,0.0431773540361987,0.0496490525165794,0.0349001138296471,0.04842383343084,0.0431186863762667,0.0344970737299027,0.209371080784026,0.19273016805726,0.209381352814472,0.192745737967905,"sim","classical","t",3,1000,1000,314
0.4,0.5,0.5,0.3,0,0,0,0,0,1,0.2,0,0.2,1,0.2,"D0",0.511918945600962,0.0352776765365528,1,0.464092752588265,0.0353731673911564,1,0.228675929247208,0.0352875596127071,0.999,0.511947256309281,0.0352944886229362,1,0.00153305071297562,0.0345294685897278,0.055,0.464127806502586,0.0353902968892982,1,0.228644673274615,0.035305612778651,0.999,0.00100798524294769,0.033841100092772,0.0489999999999999,0.0498518533355063,0.0458094131991341,0.0479198622663472,0.0498846376454774,0.0355770256027803,0.0458445228535788,0.0479496543426124,0.0346914636054001,0.211918945600962,0.164092752588265,0.211947256309281,0.164127806502586,"sim","classical","t",3,1000,1000,314
0.4,0.7,0.5,0.3,0,0,0,0,0,1,0.28,0,0.28,1,0.2,"D0",0.508140504881924,0.0350691651612125,1,0.412300623031706,0.0351720517352194,1,0.326340822192735,0.0348035890287027,1,0.508158324793688,0.0350892407875987,1,-0.000405366731371937,0.0343453523909782,0.0440000000000001,0.412304384223574,0.0351916655993575,1,0.326403431465342,0.0348221931220346,1,-0.000484867449050233,0.0329344880280894,0.04,0.0474595530625506,0.0406609574721866,0.0506996626060509,0.0474861696192253,0.0336462767974125,0.040684870411742,0.0506767247369165,0.0327599119851986,0.208140504881924,0.112300623031706,0.208158324793688,0.112304384223574,"sim","classical","t",3,1000,1000,314
0.4,0.9,0.5,0.3,0,0,0,0,0,1,0.36,0,0.36,1,0.2,"D0",0.506458246569585,0.035047456556358,1,0.341731334053252,0.0350097913267856,0.999,0.437161592529142,0.0343117557818513,1,0.506394027258798,0.0350673823738762,1,0.00138101778987123,0.0343617864302195,0.0429999999999999,0.341626889749172,0.0350289186276721,0.999,0.437238077739977,0.0343292783817966,1,0.000516295807615353,0.0318651318614154,0.036,0.0482894459217841,0.0375059686578909,0.0439145482847376,0.048234435018042,0.0328086767495556,0.0374811700976674,0.0439291153932886,0.0312368268174858,0.206458246569585,0.041731334053252,0.206394027258798,0.0416268897491716,"sim","classical","t",3,1000,1000,314
0.45,0.1,0.5,0.3,0,0,0,0,0,1,0.045,0,0.045,1,0.225,"D0",0.532916641399768,0.0345752017408052,1,0.53096198568847,0.0346077582922665,1,0.0413692316484861,0.0348607475194298,0.226,0.532926216635453,0.0345913375923084,1,0.000901414186775451,0.0340711618866307,0.06,0.530970054706193,0.0346239406790149,1,0.0413457846751838,0.0348783794104005,0.227,0.000988958495908953,0.0340644811981691,0.0580000000000001,0.0510461757119567,0.0510922892253777,0.0364736369449783,0.051025174587755,0.0356754830372484,0.0510696620735687,0.0365115439351161,0.0356662044944299,0.232916641399768,0.230961985688471,0.232926216635453,0.230970054706193,"sim","classical","t",3,1000,1000,314
0.45,0.3,0.5,0.3,0,0,0,0,0,1,0.135,0,0.135,1,0.225,"D0",0.537559374651232,0.0350397125383414,1,0.519672956716759,0.0351971111617194,1,0.126375432559216,0.0352004946573802,0.925,0.537587035653708,0.0350567440006861,1,-0.0010761424893607,0.0343476494557202,0.063,0.519696430484981,0.0352140512731987,1,0.126406768261373,0.0352178611655497,0.928,-0.00126030759095119,0.034144476175401,0.0589999999999999,0.0494928068465411,0.0481948313751157,0.0416096447471607,0.0494440948563488,0.0352932588416582,0.0481647873005999,0.0416545607416462,0.0352314894228793,0.237559374651232,0.219672956716759,0.237587035653708,0.219696430484981,"sim","classical","t",3,1000,1000,314
0.45,0.5,0.5,0.3,0,0,0,0,0,1,0.225,0,0.225,1,0.225,"D0",0.537080778342516,0.0349145059238626,1,0.486171824225703,0.0352859881255958,1,0.215475257374517,0.0350233695469242,0.998,0.537082569039888,0.0349320341447319,1,-0.000492741019877383,0.0342217766681371,0.042,0.486145781473297,0.0353043505416774,1,0.21550345360429,0.0350403426687497,0.998,-0.000332219829895478,0.0336034573940001,0.046,0.0472916338227491,0.0437656093365283,0.0463849202512477,0.0472784413715742,0.034622294346261,0.0437675710255385,0.0464332835588768,0.0342339913831879,0.237080778342516,0.186171824225703,0.237082569039888,0.186145781473297,"sim","classical","t",3,1000,1000,314
0.45,0.7,0.5,0.3,0,0,0,0,0,1,0.315,0,0.315,1,0.225,"D0",0.535247035322825,0.034828086095808,1,0.431867382232513,0.0354581707993929,1,0.317035153803519,0.0352188802560588,0.999,0.53521011075429,0.0348469353922561,1,0.000668370870237989,0.034198466696531,0.03,0.431819797928776,0.0354770465340775,1,0.31706461799382,0.0352371367296894,0.999,0.000225052673685321,0.0328932090854104,0.037,0.0494381169284921,0.0424180655267791,0.048754155621034,0.0495360184741462,0.0323812123000207,0.042481985843157,0.0487342354661622,0.0313739540817801,0.235247035322825,0.131867382232513,0.23521011075429,0.131819797928776,"sim","classical","t",3,1000,1000,314
0.45,0.9,0.5,0.3,0,0,0,0,0,1,0.405,0,0.405,1,0.225,"D0",0.534744776110533,0.03478045648801,1,0.352345177674415,0.0356867075557724,0.999,0.432100790560469,0.0351282008936205,1,0.534760164782361,0.0347985856599736,1,-0.00125815943197956,0.034195502887167,0.044,0.35237675692759,0.0357053468463056,0.999,0.432076247057911,0.0351465055429902,1,-0.000279111054681667,0.0318549134030694,0.0440000000000001,0.0501226852143714,0.0392075807980419,0.0429523819403226,0.050159508996255,0.0339645302232969,0.0392329805688832,0.042981954016431,0.0313885115430095,0.234744776110533,0.0523451776744149,0.234760164782361,0.0523767569275896,"sim","classical","t",3,1000,1000,314
0.5,0.1,0.5,0.3,0,0,0,0,0,1,0.05,0,0.05,1,0.25,"D0",0.560012734623459,0.0344029736187919,1,0.557946158565668,0.0344431069790916,1,0.0411032335512844,0.0349491522381136,0.234,0.560057743977895,0.0344204766653317,1,-0.00303527647673496,0.0338499118374846,0.0509999999999999,0.557989169872245,0.0344607766686371,1,0.0410874043137083,0.0349670091272005,0.234,-0.00309025619495147,0.0338426317724875,0.053,0.0496630058847319,0.0496535177972128,0.0379459030631723,0.049633806375478,0.0345990308425526,0.049623493286795,0.0379542632004397,0.0345490853727598,0.260012734623459,0.257946158565668,0.260057743977895,0.257989169872245,"sim","classical","t",3,1000,1000,314
0.5,0.3,0.5,0.3,0,0,0,0,0,1,0.15,0,0.15,1,0.25,"D0",0.559171148975624,0.0344406801901207,1,0.540326363380596,0.034700576336085,1,0.121502448578697,0.035067892435582,0.915,0.559219264132855,0.0344565757609133,1,0.00224563965209629,0.0339135881830852,0.055,0.540371030150102,0.0347168583311382,1,0.121496691337514,0.0350841562577866,0.914,0.00224946559602213,0.0337283796903053,0.057,0.0511279300031802,0.0499128180114451,0.0411573567781801,0.0511896269910985,0.0358228312905742,0.049987490721909,0.0412167622264163,0.0356681045262838,0.259171148975624,0.240326363380596,0.259219264132855,0.240371030150102,"sim","classical","t",3,1000,1000,314
0.5,0.5,0.5,0.3,0,0,0,0,0,1,0.25,0,0.25,1,0.25,"D0",0.562453031754418,0.0348965009848985,1,0.508839646337126,0.035578667432614,1,0.207349774578718,0.035546621311472,0.996,0.56238455238338,0.0349148324564317,1,0.000256265155832929,0.034325361512629,0.048,0.508765538392554,0.0355965840641399,1,0.207412030847534,0.0355661358407959,0.996,0.00038238847780735,0.0337660258884434,0.047,0.0533841749659291,0.0506694387138584,0.0470761085822507,0.0533584444131306,0.0343676857041137,0.0506278605604479,0.0471014947195141,0.0340766196952192,0.262453031754418,0.208839646337126,0.26238455238338,0.208765538392554,"sim","classical","t",3,1000,1000,314
0.5,0.7,0.5,0.3,0,0,0,0,0,1,0.35,0,0.35,1,0.25,"D0",0.561638028900891,0.0348953948878755,1,0.451057830098312,0.0362027226817177,1,0.304295306889791,0.0359585888398703,0.999,0.561653602066913,0.0349116056755221,1,0.00131599339483135,0.0342765267065587,0.067,0.45106023260745,0.0362197827300105,1,0.304294889672746,0.0359744892558134,0.999,0.00124101456158134,0.0331123291603823,0.061,0.0514064606441777,0.0456181044530181,0.0492354964014099,0.0514311534382864,0.035931018924886,0.0456411605227817,0.049246517707596,0.0348658495981766,0.261638028900891,0.151057830098312,0.261653602066913,0.15106023260745,"sim","classical","t",3,1000,1000,314
0.5,0.9,0.5,0.3,0,0,0,0,0,1,0.45,0,0.45,1,0.25,"D0",0.558566585315868,0.034715944521614,1,0.360531988594422,0.0366651443617254,1,0.424924233819006,0.0361091974656659,1,0.558545492618647,0.0347334111053438,1,-0.000976222884302128,0.0341464248516728,0.041,0.360533180135779,0.0366842580459088,1,0.424879948321566,0.0361281005244404,1,-0.00128888133110047,0.0319927595413725,0.0429999999999999,0.0488684612892902,0.0397850181137283,0.0445263879465798,0.048814867319549,0.0340996636970109,0.0397658819146716,0.0445316211344509,0.0314753420592377,0.258566585315868,0.060531988594422,0.258545492618647,0.0605331801357794,"sim","classical","t",3,1000,1000,314
0.55,0.1,0.5,0.3,0,0,0,0,0,1,0.055,0,0.055,1,0.275,"D0",0.584965466751508,0.0344941044992498,1,0.5830074254116,0.0345525235564,1,0.0347030871225047,0.0351695343484307,0.185,0.58495381041128,0.0345125722126097,1,9.29679800740843e-05,0.0340540020280127,0.047,0.582991425201256,0.0345710487872486,1,0.0347303588858298,0.0351871257279603,0.182,0.00017479510328859,0.0340534304181974,0.048,0.0525754592854979,0.052453073323462,0.0366353784763238,0.0525514405325836,0.0348255080809103,0.052428772379319,0.0365707266270309,0.0347606540932909,0.284965466751508,0.2830074254116,0.28495381041128,0.282991425201256,"sim","classical","t",3,1000,1000,314
0.55,0.3,0.5,0.3,0,0,0,0,0,1,0.165,0,0.165,1,0.275,"D0",0.583524932169625,0.0345645527937754,1,0.564776403139809,0.0349372739979375,1,0.110588966672872,0.0350648900506153,0.87,0.583487723861342,0.0345819161954244,1,0.00187463295248206,0.0340706411329553,0.053,0.564738170188091,0.0349543357566706,1,0.110632992350702,0.0350827704945674,0.872,0.00181952875841559,0.0339172489743123,0.057,0.0493984191385941,0.0487490167877093,0.0418015063063114,0.0494392706947367,0.0344304217258494,0.0487958902515743,0.0418426921723963,0.0344633018105762,0.283524932169625,0.264776403139809,0.283487723861342,0.264738170188091,"sim","classical","t",3,1000,1000,314
0.55,0.5,0.5,0.3,0,0,0,0,0,1,0.275,0,0.275,1,0.275,"D0",0.582803875492742,0.0343406824520507,1,0.528292614593459,0.0353177966104539,1,0.194061927170857,0.0353414165122363,0.994,0.582813368135465,0.0343579159706258,1,-0.000297259279634328,0.033878375395438,0.0360000000000001,0.528308226733353,0.0353358172500835,1,0.194053267556851,0.0353600092438354,0.994,-0.000260037842427636,0.0333904091864925,0.038,0.0521271101054023,0.0499973745816674,0.0474299086130102,0.0521769977378002,0.0340207747991313,0.050058875448586,0.0474358683417371,0.033477215712901,0.282803875492742,0.228292614593459,0.282813368135465,0.228308226733353,"sim","classical","t",3,1000,1000,314
0.55,0.7,0.5,0.3,0,0,0,0,0,1,0.385,0,0.385,1,0.275,"D0",0.58486532720478,0.0343297446978522,1,0.469331062100289,0.0362709347316838,1,0.291317710500393,0.0360432391438419,1,0.584898950078157,0.0343480808005719,1,0.00134662279949977,0.0338742266888108,0.0429999999999999,0.469339739040863,0.0362905736320578,1,0.291343261771536,0.0360615069891169,1,0.0011921642460993,0.0328276709671107,0.0429999999999999,0.0495533146113874,0.0455932639117302,0.0528436749927469,0.0495958623771669,0.0327024889222296,0.0456634980022374,0.0528708829599986,0.0318517903733325,0.28486532720478,0.169331062100289,0.284898950078157,0.169339739040863,"sim","classical","t",3,1000,1000,314
0.55,0.9,0.5,0.3,0,0,0,0,0,1,0.495,0,0.495,1,0.275,"D0",0.582883116348996,0.0345726693305104,1,0.370475925799599,0.0378060357142358,0.999,0.415921898591657,0.0372759195545897,0.999,0.582920135095591,0.0345894325301423,1,-0.000123302694992579,0.0340942419841668,0.049,0.370512322728897,0.0378258607877323,0.999,0.415884537857069,0.0372943416910723,0.999,3.34889463094665e-07,0.0321279612086467,0.049,0.0491126155467068,0.0422583578693365,0.0467212022355758,0.0491437240377411,0.0349736563356695,0.0422506302228419,0.0467277605675966,0.0326530170035994,0.282883116348996,0.0704759257995988,0.282920135095591,0.070512322728897,"sim","classical","t",3,1000,1000,314
0.6,0.1,0.5,0.3,0,0,0,0,0,1,0.06,0,0.06,1,0.3,"D0",0.609911212434287,0.0342846009634821,1,0.607888083370535,0.0343524816503706,1,0.0330141865074586,0.0348633203628604,0.152,0.609895931839078,0.0343021726243194,1,-8.28924369011781e-05,0.0338774563010382,0.052,0.607873319394742,0.0343699701817227,1,0.0330555148515129,0.0348805198054376,0.152,-0.000114650841624187,0.0338798175566076,0.053,0.050924981954064,0.0508486770182393,0.0352482768545954,0.0509544111201872,0.0346347821291349,0.0508797009912169,0.0352998920300791,0.0346953437955173,0.309911212434287,0.307888083370535,0.309895931839078,0.307873319394742,"sim","classical","t",3,1000,1000,314
0.6,0.3,0.5,0.3,0,0,0,0,0,1,0.18,0,0.18,1,0.3,"D0",0.608758942546723,0.0339615485619361,1,0.589945670172283,0.0344561407544857,1,0.101756984717631,0.0348353599321094,0.835,0.60874946816759,0.0339775355641498,1,-0.00040388399434144,0.0335574444133205,0.05,0.589949155141257,0.0344722789376034,1,0.10171194734056,0.0348524899539577,0.837,-0.000447409173847705,0.0334321711338143,0.049,0.0516654718391288,0.051151948845419,0.038744126898413,0.0516660158322101,0.033935270185715,0.0511481227830284,0.0387351641553313,0.0336852239328223,0.308758942546723,0.289945670172283,0.30874946816759,0.289949155141257,"sim","classical","t",3,1000,1000,314
0.6,0.5,0.5,0.3,0,0,0,0,0,1,0.3,0,0.3,1,0.3,"D0",0.609974460224834,0.0340174431849934,1,0.554443525287498,0.0353841327239996,1,0.180295588271164,0.0354494925607343,0.994,0.609943245130904,0.0340343519741233,1,-0.000992959054337772,0.033655585213718,0.047,0.55440099169928,0.0354018731468535,1,0.180316356618112,0.0354666840840829,0.994,-0.000749155825935252,0.0332402741250939,0.054,0.0520771180953527,0.0501459758437867,0.046615722970517,0.0521510836031467,0.0337818621016113,0.0502276233462789,0.0466532300393324,0.0334779390266699,0.309974460224834,0.254443525287498,0.309943245130904,0.25440099169928,"sim","classical","t",3,1000,1000,314
0.6,0.7,0.5,0.3,0,0,0,0,0,1,0.42,0,0.42,1,0.3,"D0",0.608928993990105,0.0337756797580465,1,0.490433484974816,0.0364680581915283,1,0.276929903843853,0.0365259434659509,1,0.608921383944461,0.0337943762626905,1,0.00166970079759283,0.0334696906825005,0.035,0.490438213662005,0.0364886257138113,1,0.276911596782533,0.0365473143837847,1,0.00178908372339272,0.0325520469085354,0.034,0.0522889379521696,0.0483185993307793,0.0486365604411996,0.0523058531648681,0.0321687504269792,0.0483849171282929,0.048670514936491,0.031047523659214,0.308928993990105,0.190433484974816,0.308921383944461,0.190438213662005,"sim","classical","t",3,1000,1000,314
0.6,0.9,0.5,0.3,0,0,0,0,0,1,0.54,0,0.54,1,0.3,"D0",0.611733519972125,0.0342299538914426,1,0.384032542581015,0.0390034790075922,1,0.407484356680795,0.038484880319094,1,0.611785184606537,0.0342476510765936,1,8.15632388992289e-05,0.0337032108387056,0.048,0.384044885823572,0.0390236198995223,1,0.407545739844151,0.038504828864546,1,0.000312773544272529,0.0319528857284786,0.05,0.0514247510672552,0.0444950120554404,0.047549775692112,0.0514062798684059,0.0339737878284833,0.0444742113849779,0.0474887836436202,0.0326208904975022,0.311733519972125,0.0840325425810153,0.311785184606537,0.0840448858235716,"sim","classical","t",3,1000,1000,314
0.65,0.1,0.5,0.3,0,0,0,0,0,1,0.065,0,0.065,1,0.325,"D0",0.633468922576567,0.0338704024787844,1,0.631481987988262,0.0339497791573219,1,0.030482554188705,0.0343949525361567,0.135,0.633481301233276,0.0338884825398609,1,-0.00072579547695828,0.0335669024524016,0.049,0.631495648754562,0.0339678978939755,1,0.0304596455787452,0.0344127608904922,0.132,-0.00073146706199748,0.0335716110503999,0.048,0.0528280429914897,0.0528870739600925,0.0338999266629474,0.0528366725197757,0.0323254533893496,0.0528945668182378,0.0339200144910185,0.0323036539822862,0.333468922576567,0.331481987988262,0.333481301233276,0.331495648754562,"sim","classical","t",3,1000,1000,314
0.65,0.3,0.5,0.3,0,0,0,0,0,1,0.195,0,0.195,1,0.325,"D0",0.632354877188177,0.0336381814181405,1,0.613491531018033,0.0342457913607023,1,0.0955401831949353,0.0347100513264721,0.759,0.632388810957115,0.033654456506775,1,0.00118328321455866,0.0332943211407517,0.053,0.613522500739405,0.0342623687556858,1,0.0955528543985951,0.0347267572472652,0.761,0.00127567854201716,0.0331830204518841,0.052,0.0518324380536751,0.0514354622018295,0.0393107332236194,0.0518650873836875,0.0332454139018149,0.0514950031758566,0.0393163755346602,0.0331778885393223,0.332354877188177,0.313491531018033,0.332388810957115,0.313522500739405,"sim","classical","t",3,1000,1000,314
0.65,0.5,0.5,0.3,0,0,0,0,0,1,0.325,0,0.325,1,0.325,"D0",0.631895441903895,0.0338841937393762,1,0.576488090037661,0.0356018926491895,1,0.1692258237573,0.0360543601418273,0.986,0.631904353635845,0.033900907278536,1,-0.00183882804974488,0.0337071496185388,0.055,0.576503998774733,0.0356194246947194,1,0.169227425605171,0.0360744620887466,0.987,-0.002017756377763,0.0333530219610858,0.055,0.0517402792505138,0.0510125120933703,0.0448235563509509,0.0517305722562801,0.0328653415725527,0.050996410856715,0.0447845976379552,0.0324503643822525,0.331895441903895,0.276488090037661,0.331904353635845,0.276503998774733,"sim","classical","t",3,1000,1000,314
0.65,0.7,0.5,0.3,0,0,0,0,0,1,0.455,0,0.455,1,0.325,"D0",0.633264762878945,0.0336590172611856,1,0.513799852220453,0.0372143318135618,1,0.257703738746629,0.0371505164026296,0.998,0.633301114667288,0.0336780940633258,1,-0.00156045475944115,0.0332639983373933,0.032,0.513826860727395,0.0372360834750117,1,0.257701253884262,0.0371715285774253,0.998,-0.0017704170119787,0.03249765306898,0.034,0.0497983288299591,0.0491137876554605,0.0504034401427048,0.049823365461552,0.0313692617970948,0.0491331271755135,0.0504520105299108,0.0305418436254653,0.333264762878945,0.213799852220453,0.333301114667288,0.213826860727395,"sim","classical","t",3,1000,1000,314
0.65,0.9,0.5,0.3,0,0,0,0,0,1,0.585,0,0.585,1,0.325,"D0",0.632782090228457,0.0337671415365521,1,0.396042646926913,0.040165620945643,1,0.395650818532462,0.0397300745175035,1,0.632805249449305,0.0337829849796424,1,0.00116997278973188,0.033424850467047,0.0509999999999999,0.396089771978324,0.0401854469101227,1,0.395596207348026,0.0397493350775419,1,0.00132687744293102,0.0318693633808022,0.053,0.0539829867017623,0.0478657721550297,0.0510265536415593,0.0540147019902744,0.0341090785082772,0.0478838094848519,0.0509712918578469,0.0321455374416353,0.332782090228457,0.0960426469269133,0.332805249449305,0.0960897719783244,"sim","classical","t",3,1000,1000,314
0.7,0.1,0.5,0.3,0,0,0,0,0,1,0.07,0,0.07,1,0.35,"D0",0.660105370125635,0.0335316405047878,1,0.658177500904603,0.0336324858272236,1,0.0265941088486022,0.0341233737755026,0.134,0.66010367367582,0.0335494632124291,1,6.77728324068694e-05,0.0332085187989824,0.05,0.658181381625635,0.0336503711179547,1,0.0265307098802754,0.0341405648664646,0.132,3.4073653414779e-05,0.033213702992963,0.049,0.0508148856184222,0.0509156547127611,0.0360538227843609,0.0508027748383089,0.0335407951407723,0.0509077270933485,0.0360998064819547,0.0335366451255685,0.360105370125635,0.358177500904603,0.36010367367582,0.358181381625635,"sim","classical","t",3,1000,1000,314
0.7,0.3,0.5,0.3,0,0,0,0,0,1,0.21,0,0.21,1,0.35,"D0",0.657012598887795,0.0333616536407698,1,0.639916844280765,0.0340985697097058,1,0.0814600525763905,0.0345142241950518,0.654,0.657034325398833,0.0333752296579028,1,2.45551685282396e-05,0.0330633892953117,0.0729999999999998,0.639927479571986,0.0341122888707687,1,0.0815246823051508,0.0345293745114858,0.654,-3.52072109299334e-05,0.0329866392830863,0.069,0.0483560395545004,0.0484829313042199,0.0377543932799521,0.0483904609395339,0.0352639950325354,0.0485180085980854,0.0377691579429192,0.0353226520875148,0.357012598887795,0.339916844280765,0.357034325398833,0.339927479571986,"sim","classical","t",3,1000,1000,314
0.7,0.5,0.5,0.3,0,0,0,0,0,1,0.35,0,0.35,1,0.35,"D0",0.659722169081826,0.0334913870353184,1,0.606469858328487,0.0356476937255317,1,0.149734628697251,0.0359587258937937,0.974,0.659710031148653,0.0335097523322504,1,-0.000606128251280278,0.0331934816448578,0.048,0.606470130764787,0.0356671737557043,1,0.149689507946611,0.0359751736859462,0.973,-0.000412485631563879,0.0329202575735731,0.048,0.0486321706613819,0.0499657915853862,0.043638650784342,0.0485898275931746,0.0330209615793471,0.0499493191874716,0.0436713647008402,0.0326623119863874,0.359722169081826,0.306469858328487,0.359710031148653,0.306470130764787,"sim","classical","t",3,1000,1000,314
0.7,0.7,0.5,0.3,0,0,0,0,0,1,0.49,0,0.49,1,0.35,"D0",0.658084312824683,0.0335413075202967,1,0.539265651915791,0.0380604936596409,0.999,0.23835071715851,0.037889332893659,0.997,0.658077856261437,0.0335574367826014,1,-0.000162308230967121,0.0331926106964218,0.048,0.539267600581071,0.0380795219880244,0.999,0.238336467790916,0.0379112618544828,0.997,9.8832406464124e-05,0.0325618786958397,0.048,0.0485675742004966,0.0502542718145595,0.05295180095445,0.0485566868163502,0.0325138251343985,0.0502433271445293,0.0529746334158563,0.0317232489792594,0.358084312824683,0.239265651915791,0.358077856261437,0.239267600581071,"sim","classical","t",3,1000,1000,314
0.7,0.9,0.5,0.3,0,0,0,0,0,1,0.63,0,0.63,1,0.35,"D0",0.659160723025222,0.0335900581212905,1,0.412901655308225,0.0421081661996936,1,0.382855285936314,0.0417040769519949,0.999,0.659183640867,0.033605811696819,1,0.000834366096399265,0.0332610273916685,0.0509999999999999,0.412858818715968,0.0421285419070017,1,0.382931260620205,0.0417233382815168,0.999,0.000899268384476591,0.0319274927379376,0.0580000000000001,0.0493095778420745,0.0480220994668999,0.0528033993840827,0.04938771140629,0.0352283017596074,0.0480163800009014,0.0527780811958494,0.0344458689802375,0.359160723025222,0.112901655308225,0.359183640867,0.112858818715968,"sim","classical","t",3,1000,1000,314
0.75,0.1,0.5,0.3,0,0,0,0,0,1,0.075,0,0.075,1,0.375,"D0",0.681002068678914,0.033166098544828,1,0.679591600870479,0.0332722976545286,1,0.019126707536699,0.0338189115971656,0.098,0.680968473873002,0.0331835777949498,1,-0.00229646256251075,0.032927680200635,0.044,0.679553143353263,0.0332898874107035,1,0.0191713695465113,0.0338373074547045,0.0989999999999999,-0.00230218320215883,0.0329349186536176,0.042,0.049330741274707,0.0497101965275457,0.0419870261951553,0.049338282852777,0.0321758893357685,0.0497123908083571,0.0420866454866066,0.0322892998672909,0.381002068678914,0.379591600870479,0.380968473873002,0.379553143353263,"sim","classical","t",3,1000,1000,314
0.75,0.3,0.5,0.3,0,0,0,0,0,1,0.225,0,0.225,1,0.375,"D0",0.68302328599715,0.0332986754217974,1,0.666893160068555,0.0341833997761501,1,0.0713755697525201,0.0346073729424795,0.551,0.683053525591314,0.0333150999305166,1,0.000247828257130694,0.0329701933551652,0.052,0.66693319812939,0.0342003985563792,1,0.071340791676682,0.0346255997433834,0.546,0.000150342667304344,0.0329158139473926,0.052,0.0471847977642687,0.0478109922441114,0.0378911137729295,0.0472088286873615,0.0327661056682247,0.0478532193060555,0.0379516008351413,0.0326958553458747,0.38302328599715,0.366893160068555,0.383053525591314,0.366933198129389,"sim","classical","t",3,1000,1000,314
